X,Y,Z,azimuth,dip,polarity,formation
306028.4294560882,6414211.653284676,291.9111537787928,304.44518205969746,7.948620842378361,1,Umberatana_Group
305969.24773550755,6413502.180113428,286.97004536463163,229.71510567198084,7.947977150984016,1,Umberatana_Group
307329.3997989197,6413087.040361184,286.9057437978203,225.40133418107268,7.946854818825557,1,Umberatana_Group
307809.2644018979,6412613.160219062,293.06629669253357,244.77549280920493,7.946155034628006,1,Umberatana_Group
303797.50453798636,6408313.632649954,333.386520280167,51.04662060595564,7.946374417403533,1,Umberatana_Group
302415.4383593825,6409624.217703626,329.1318169588254,71.47241341014296,7.948127870351087,1,Umberatana_Group
272778.8246990393,6408410.856184337,503.07455742985144,86.56769145303241,7.9624756235276095,1,Yerelina_Subgroup
273097.66205650044,6411151.875994809,494.64710227459307,106.888926889505,7.964772766134999,1,Yerelina_Subgroup
274770.5807179484,6414851.138438137,468.9520441078646,121.3775857285496,7.96699753003935,1,Yerelina_Subgroup
280723.3250954898,6422939.017985439,466.4546119489781,139.04513112542958,7.970107369800203,1,Yerelina_Subgroup
283067.1866950757,6425310.82039519,460.1239854727414,134.3009329199038,7.970400890090488,1,Yerelina_Subgroup
283027.0496200508,6414000.486394732,493.7305324396731,327.9714003253212,7.962643709733086,1,Umberatana_Group
280748.9728027526,6412237.269907068,576.4792635572901,312.29776756833695,7.962668626344339,1,Umberatana_Group
277979.41099519754,6406734.387374133,492.1813891771536,292.6815562955801,7.959305566762296,1,Umberatana_Group
326091.0482902803,6430503.920553688,227.05876867524748,304.13867081301714,7.939668840281797,1,Burra_Group
324371.83271748334,6428795.739338366,229.92687576604231,333.21556431495645,7.940491970750202,1,Burra_Group
322629.4393387233,6428428.122999803,232.9751288921099,4.1909278284192055,7.942139295722768,1,Burra_Group
265604.67488267267,6429963.865224222,412.0274776092447,227.92615610184998,7.979931907428721,1,Yudnamutana_Subgroup
297919.9083761637,6408514.025736798,382.4254114994743,304.44519165035416,7.950058098341586,1,Yudnamutana_Subgroup
303636.4749044247,6423486.60527854,361.54503149211564,351.95783826318535,7.955842833215129,1,Yudnamutana_Subgroup
302916.43620113947,6423461.450262589,410.9467642557363,351.0207119447834,7.956222696433272,1,Yudnamutana_Subgroup
302369.9544110496,6423315.605556224,433.50133756424145,343.38955350851836,7.956600221288298,1,Yudnamutana_Subgroup
301154.92687312176,6422742.875648771,466.5429203859136,322.07013115374536,7.957439509011607,1,Yudnamutana_Subgroup
298839.9575787287,6420525.430539019,428.32912684432927,304.1386915684094,7.957429212122889,1,Yudnamutana_Subgroup
297933.0425154658,6418366.330514879,471.03840754861164,284.5999204926129,7.956895925056557,1,Yudnamutana_Subgroup
296730.29503644496,6414195.790860441,578.1367590713663,286.32522633770895,7.955280974624785,1,Yudnamutana_Subgroup
295796.55938261724,6411339.246232654,638.5064604788947,291.5687549510593,7.9538254611164945,1,Yudnamutana_Subgroup
273559.8850716211,6435684.7269054,527.3091842492865,158.81176569521313,7.980495270897606,1,Yudnamutana_Subgroup
267407.8495149262,6432869.527617846,463.20969759326397,127.88023240779438,7.981076868283182,1,Emeroo_Subgroup
269261.239694559,6434702.537218673,481.2464757701007,101.08343924923747,7.981645752267937,1,Emeroo_Subgroup
305854.9687571262,6415619.594837591,302.4752031056502,209.21325183003728,7.949566244006007,1,Yudnamutana_Subgroup
261093.74342557363,6413261.403006252,460.91046438959484,289.39975796011663,7.9691486843555595,1,Yerelina_Subgroup
258651.90896062856,6408282.5618767,469.70016989362216,301.9863614021775,7.965238587953195,1,Yerelina_Subgroup
281171.1971492516,6409113.849227687,506.3681492297683,193.0542131075092,7.960100553332083,1,Emeroo_Subgroup
282743.5153099133,6412791.129200775,521.0171551864047,354.8584713015174,7.96213374623558,1,Yudnamutana_Subgroup
281252.0739222735,6411684.794654422,568.1413930807892,311.57328343937456,7.962060987890922,1,Yudnamutana_Subgroup
