X,Y,Z,formation
304311.9269968433,6441558.947689212,357.6030586473118,Umberatana_Group
305104.1430942572,6441071.854088429,356.023868273283,Umberatana_Group
292696.69641551166,6432616.82957609,494.2162808995889,Umberatana_Group
292730.64916717506,6434077.416767975,482.1367946669129,Umberatana_Group
291992.04984241,6436532.917304093,496.55066148624974,Umberatana_Group
291891.94676215545,6436717.7585035,500.74566168000104,Umberatana_Group
300726.35767116415,6444529.931298986,405.1026497537081,Emeroo_Subgroup
298169.555967885,6442554.915959014,427.87973461350646,Emeroo_Subgroup
298150.8637836527,6442542.755171723,427.9855592050153,Emeroo_Subgroup
295625.19958286686,6441190.444068413,475.6651249362867,Emeroo_Subgroup
295757.9521077967,6440037.3892423,488.2143846041915,Emeroo_Subgroup
294137.02651690104,6438720.96095413,504.25100069918096,Emeroo_Subgroup
291910.27181045886,6438068.649459211,515.0674427637582,Emeroo_Subgroup
290974.9128864299,6437387.389052983,512.4783556471298,Emeroo_Subgroup
302038.60974853445,6445516.652757082,385.45633661129824,Emeroo_Subgroup
289464.85079693794,6436369.819199031,524.5196444472855,Emeroo_Subgroup
289235.6416868086,6437618.588985061,549.7361587656522,Emeroo_Subgroup
290081.63595530705,6440209.735325813,610.3978698266513,Emeroo_Subgroup
291746.37770284346,6440652.533615075,528.87836,Emeroo_Subgroup
291025.2113466456,6441632.469303186,543.460038657078,Emeroo_Subgroup
292827.65018786053,6444080.333379028,504.5141633753795,Emeroo_Subgroup
294388.667505744,6442788.395194538,456.3737692368009,Emeroo_Subgroup
294408.58783369133,6442791.075055212,456.163705009114,Emeroo_Subgroup
295341.5292865704,6443174.040782639,441.15623402841686,Emeroo_Subgroup
295357.27587599517,6443185.821917796,440.74390961498125,Emeroo_Subgroup
297634.26673105796,6446079.513774274,404.473394212833,Emeroo_Subgroup
297649.49212088675,6446097.764808924,404.4356668600702,Emeroo_Subgroup
300202.5255452519,6448923.99916666,363.84198686377954,Emeroo_Subgroup
300219.5672947969,6448939.642828963,363.60546876605633,Emeroo_Subgroup
300901.1115535307,6449424.535805348,352.9356669149201,Emeroo_Subgroup
290974.9128864299,6437387.389052983,512.4783556471298,Emeroo_Subgroup
289977.45445293584,6436660.899001526,514.2789234134746,Emeroo_Subgroup
289573.1926782767,6436471.664830475,522.1373046239518,Emeroo_Subgroup
296024.7949551343,6438738.098167971,476.2399859346252,Yudnamutana_Subgroup
298307.88164603786,6440653.164807845,438.3195583478219,Yudnamutana_Subgroup
298324.78426764865,6440669.147654504,438.19771460011907,Yudnamutana_Subgroup
300881.65662551054,6443312.8401241135,412.19736481022886,Yudnamutana_Subgroup
300897.06816054275,6443332.875221255,412.3393295983842,Yudnamutana_Subgroup
301594.0452813417,6444391.213669239,392.0452861164961,Yudnamutana_Subgroup
302038.60974853445,6445516.652757082,385.45633661129824,Yudnamutana_Subgroup
301913.67267256824,6446230.716678127,383.54326106937833,Yudnamutana_Subgroup
301539.17406581785,6448342.345694653,358.3731754620743,Yudnamutana_Subgroup
301693.98789397173,6449460.0974944215,348.8991413921532,Yudnamutana_Subgroup
302011.8010996063,6449575.159878711,346.15339870741644,Yudnamutana_Subgroup
302594.05202373565,6449483.346672859,342.72305049255635,Yudnamutana_Subgroup
265126.9199789651,6412227.768924265,427.85118706776194,Burra_Group
264912.9280242118,6407426.87174068,516.905190499366,Burra_Group
266296.7999630715,6405813.42967529,476.42528945606165,Burra_Group
267554.1386535913,6406166.428904803,456.81071276224037,Burra_Group
250805.1529856466,6451459.089068079,386.11684449156655,ABC_Range_Quartzite
251599.98421906887,6452321.400914339,414.76451466209716,ABC_Range_Quartzite
254491.7675811591,6456856.284150024,432.6130308613368,ABC_Range_Quartzite
255081.09125033763,6458074.368890964,404.42880633088174,ABC_Range_Quartzite
255936.59596439934,6458336.085975628,402.1884619657968,ABC_Range_Quartzite
253756.6207940133,6453989.9772097375,417.39479365876684,ABC_Range_Quartzite
250980.96534147137,6450946.396941522,373.9664689117085,ABC_Range_Quartzite
256575.32040607432,6458336.085975628,415.47295780864835,Wilpena_Group
254866.11129796348,6454778.149416015,426.4670388145714,Wilpena_Group
254551.97995920206,6454087.671539001,409.0633009416257,Wilpena_Group
251952.14508745534,6450791.465328505,349.57008700944215,Wilpena_Group
257092.2236118485,6458336.085975628,422.67365718197595,Yerelina_Subgroup
255303.69191201535,6454580.898168891,411.54735075332655,Yerelina_Subgroup
252315.8176319041,6450477.774737513,363.57142093197905,Yerelina_Subgroup
311981.36199991254,6421462.463628296,258.0537965961201,Umberatana_Group
311844.68702441605,6420599.672133736,259.4000303275223,Umberatana_Group
310485.1535056022,6419202.270109098,270.08709008331715,Umberatana_Group
309952.9489443705,6418852.605530265,277.849058855713,Umberatana_Group
309707.6976097105,6418739.9841717705,282.1466454656847,Umberatana_Group
309820.7949488677,6419995.888196816,292.62445450367824,Umberatana_Group
310029.87699077465,6420326.325588822,292.43428369673245,Umberatana_Group
310993.8030361094,6421216.833153887,278.9072179494216,Umberatana_Group
311523.5986348336,6421394.636410847,265.618763603443,Umberatana_Group
252318.48692139125,6405084.328058686,408.60209358628117,ABC_Range_Quartzite
253185.7480434209,6406071.819978513,408.05990098448586,ABC_Range_Quartzite
253498.48411621974,6406965.571352318,418.65684996856976,ABC_Range_Quartzite
253267.25696177717,6409520.792485953,508.5043126337871,ABC_Range_Quartzite
251707.6843983669,6410861.3307823045,498.1622110800189,ABC_Range_Quartzite
251850.26744000122,6414789.650331939,436.05102709894464,ABC_Range_Quartzite
254011.41241304216,6418501.342368141,429.8142634199918,ABC_Range_Quartzite
256557.44292687878,6420663.155953125,411.8060704052656,ABC_Range_Quartzite
258093.18200429992,6418817.400797771,527.1075655230833,ABC_Range_Quartzite
258032.9169832286,6416005.8331258735,686.3636886051554,ABC_Range_Quartzite
256848.33392387434,6413674.455096274,615.2269875826108,ABC_Range_Quartzite
255790.70483618235,6411819.1403425075,550.4670451600734,ABC_Range_Quartzite
255209.69759444235,6409790.6997270705,505.7029978347756,ABC_Range_Quartzite
253392.66600446924,6405689.131477823,419.09676238318775,ABC_Range_Quartzite
252814.08911669083,6405084.328058686,411.2197969422316,ABC_Range_Quartzite
253345.28088292544,6407132.044517079,424.94968621023105,ABC_Range_Quartzite
254411.97760114953,6409987.451026999,446.2732701661871,ABC_Range_Quartzite
256777.81554668926,6414803.144840297,579.8596019108546,ABC_Range_Quartzite
256995.76510689902,6418076.088190638,619.2176275345623,ABC_Range_Quartzite
254448.9978376719,6417334.652203692,572.4685529398602,ABC_Range_Quartzite
252291.0096658208,6414172.898755949,471.5971914535532,ABC_Range_Quartzite
252669.69399576195,6410820.767053971,464.91302112950865,ABC_Range_Quartzite
253230.89834972954,6410970.266695252,457.6011708766705,ABC_Range_Quartzite
319505.49889266316,6420445.3792708535,249.46077878272285,Yudnamutana_Subgroup
318154.5654003194,6419817.629180506,260.8945271319938,Yudnamutana_Subgroup
317101.3151665004,6420098.3923876295,241.62318031566622,Yudnamutana_Subgroup
316975.4890995136,6420288.062877212,242.22145006021978,Yudnamutana_Subgroup
316791.12615700415,6421135.682278079,241.1169073467062,Yudnamutana_Subgroup
317353.8744983664,6422142.236615832,239.968435632044,Yudnamutana_Subgroup
317729.966272551,6422444.4522030195,239.11371512458967,Yudnamutana_Subgroup
317869.0212466383,6422601.220854145,239.82736796593605,Yudnamutana_Subgroup
320339.245883227,6422545.781293529,235.3837412083831,Yudnamutana_Subgroup
319630.30567962886,6421016.216680016,240.03178630315446,Yudnamutana_Subgroup
333262.4403253837,6453800.202290732,203.51020818595572,Yudnamutana_Subgroup
329989.1104119175,6453714.276627962,215.98116,Yudnamutana_Subgroup
330038.0347547309,6455230.849594553,219.71458041462324,Yudnamutana_Subgroup
331986.92006846063,6456873.198015943,221.4036534379576,Yudnamutana_Subgroup
333666.1757822437,6457579.957244754,212.71443409484687,Yudnamutana_Subgroup
334275.67740850453,6458316.500612645,206.5030996481961,Yudnamutana_Subgroup
336682.921539395,6455621.557342571,225.0088161898197,Yudnamutana_Subgroup
335008.98882659804,6455606.702714056,221.60518505327997,Yudnamutana_Subgroup
333264.8593829038,6453805.88856929,203.50458086221886,Yudnamutana_Subgroup
285042.361121557,6455212.861169896,651.1511687966967,Yerelina_Subgroup
285721.4871641395,6456377.991961451,714.1324663277419,Yerelina_Subgroup
286161.7886191392,6457846.9473783,746.2460719530212,Yerelina_Subgroup
286605.2561286086,6458336.085975628,781.564808149709,Yerelina_Subgroup
288557.2262425223,6458336.085975628,649.0621615493279,Yerelina_Subgroup
288329.597404168,6457627.420269288,666.0069027964953,Yerelina_Subgroup
288653.2845183867,6456368.007686433,616.7557443715177,Yerelina_Subgroup
287619.28796909255,6455797.686888678,679.7412396663784,Yerelina_Subgroup
287441.88196405,6455151.138168981,698.1501961931385,Yerelina_Subgroup
287826.5765391511,6453825.725133035,606.9143402736877,Yerelina_Subgroup
287862.9288242205,6452053.469642181,649.2863071862151,Yerelina_Subgroup
287981.0085937461,6449872.682066647,631.2816137852726,Yerelina_Subgroup
286491.04774130415,6443971.053101316,622.4683639387744,Yerelina_Subgroup
284062.8785276548,6436538.094740171,571.3371649352841,Yerelina_Subgroup
281748.5248828506,6432190.111801934,521.6415517503375,Yerelina_Subgroup
276969.0445189682,6425583.949461825,489.0815449494103,Yerelina_Subgroup
273924.69174961257,6421745.842241999,449.1051558829305,Yerelina_Subgroup
273039.963642729,6421019.045471029,454.45037575757556,Yerelina_Subgroup
272031.0555483018,6420348.458851919,503.02402977477357,Yerelina_Subgroup
270079.2655277946,6419920.683434803,459.60405994055265,Yerelina_Subgroup
268005.9670834621,6420776.742528002,448.14892068222434,Yerelina_Subgroup
267102.49950937554,6421740.570619816,437.53695749646505,Yerelina_Subgroup
266386.1890543568,6422658.29595398,423.60932684607,Yerelina_Subgroup
266388.2288324854,6424108.480074566,441.3518145364643,Yerelina_Subgroup
267702.4060125916,6426368.132676655,441.41873398930244,Yerelina_Subgroup
270396.5214049295,6430427.076444177,505.10643055261045,Yerelina_Subgroup
276215.6755099247,6436674.4419587115,518.0,Yerelina_Subgroup
278437.7903090255,6440108.3732447345,504.40335582210355,Yerelina_Subgroup
279977.527091056,6443271.836882604,538.9903710699903,Yerelina_Subgroup
281738.51940911554,6447834.9293790255,633.6154841979278,Yerelina_Subgroup
283352.38724308036,6451352.599895844,677.6971388985917,Yerelina_Subgroup
284107.2500385518,6454138.644230838,627.504765337612,Yerelina_Subgroup
284534.16151556745,6455289.75357401,637.2129215866372,Yerelina_Subgroup
313908.2571829905,6407926.2945230985,265.67570633990033,Burra_Group
314918.4286295206,6408151.76196916,260.916808319201,Burra_Group
315658.58026519604,6409486.868610993,257.6824302368485,Burra_Group
316677.1188997911,6410208.907988628,261.39819266158827,Burra_Group
317241.5108094405,6410764.005381319,270.70279047472985,Burra_Group
317534.44935283926,6411070.712798044,269.5568137678516,Burra_Group
312658.7864030232,6412386.944693213,274.42230027747934,Burra_Group
312730.853453908,6411443.231897602,264.7190064036126,Burra_Group
311881.09109731426,6409815.406278554,279.3056565854025,Burra_Group
311675.6762870618,6408575.717821668,279.8794914100363,Burra_Group
312707.25604910974,6408020.188265553,262.9686546084736,Burra_Group
311747.2767138788,6405084.328058686,276.08255167282186,Burra_Group
311192.3670178149,6406244.666233918,290.37134154839714,Burra_Group
311047.6595065318,6406325.094364593,293.40028121121924,Burra_Group
310101.6056414021,6406090.722495563,302.7256388717712,Burra_Group
309549.8826631493,6405218.382722293,299.75285579380375,Burra_Group
309707.6976097105,6418739.9841717705,282.1466454656847,Yudnamutana_Subgroup
308736.2005774941,6418840.539140999,288.21883180344116,Yudnamutana_Subgroup
307675.88947937894,6419289.5046134535,301.2185874449035,Yudnamutana_Subgroup
306756.58115419245,6420093.391842896,306.38778402474117,Yudnamutana_Subgroup
306954.26565896417,6421249.941220302,300.8163077644808,Yudnamutana_Subgroup
307377.12187247036,6422362.64993657,295.0732924829838,Yudnamutana_Subgroup
309881.0043016841,6422384.442617793,272.1999833917253,Yudnamutana_Subgroup
311485.7179861818,6422238.252298525,261.11059002397906,Yudnamutana_Subgroup
312001.94815924345,6421582.098259405,257.7627649483576,Yudnamutana_Subgroup
293538.5448488023,6455800.844622352,549.5263272363092,Yudnamutana_Subgroup
293283.3705582003,6455733.693334485,532.9520315834679,Yudnamutana_Subgroup
295349.3803906345,6457745.478092002,477.3174087503237,Yudnamutana_Subgroup
294706.48343948997,6456956.681896444,513.255366598967,Yudnamutana_Subgroup
294017.1635012976,6455978.290784743,545.7318448682322,Yudnamutana_Subgroup
296014.12645823485,6458336.085975628,437.8660068663095,Yudnamutana_Subgroup
295573.6937051843,6457979.54430672,457.19566016627647,Yudnamutana_Subgroup
295349.3803906345,6457745.478092002,477.3174087503237,Yudnamutana_Subgroup
293999.7717771554,6455970.837139804,546.3436036361903,Yudnamutana_Subgroup
293705.85664914845,6455844.874186513,556.6820275545086,Yudnamutana_Subgroup
308426.2107710587,6412269.058398448,293.48695315263825,Yudnamutana_Subgroup
310194.7969333107,6412805.988353875,295.98279199341357,Yudnamutana_Subgroup
310706.7255643903,6412963.648693862,290.8271507350066,Yudnamutana_Subgroup
311928.5085659871,6412947.310698792,280.23559864519655,Yudnamutana_Subgroup
312580.4524635414,6412572.708954843,276.1142126766918,Yudnamutana_Subgroup
299322.89038491214,6405084.328058686,346.82209692886386,Yudnamutana_Subgroup
300322.1299880011,6405818.2064750865,336.01665956622674,Yudnamutana_Subgroup
302243.1968816711,6406462.955755954,328.86022362267,Yudnamutana_Subgroup
312658.7864030232,6412386.944693213,274.42230027747934,Yudnamutana_Subgroup
308153.2095219889,6408034.765511846,331.44308636090005,Yudnamutana_Subgroup
305344.51458498836,6405851.764083536,382.38072784005686,Yudnamutana_Subgroup
303681.8233155947,6405220.514456093,346.5157299033304,Yudnamutana_Subgroup
267779.61497507046,6412591.940811481,432.5460218052316,Yudnamutana_Subgroup
269096.10686584347,6413718.878928196,450.00000000000006,Yudnamutana_Subgroup
268954.78723824205,6414600.38079209,452.86482591707613,Yudnamutana_Subgroup
268133.8715636659,6414506.256536899,441.2206556723303,Yudnamutana_Subgroup
267902.3426652573,6411378.191976713,430.3168373744238,Yudnamutana_Subgroup
267779.61497507046,6412591.940811481,432.5460218052316,Yudnamutana_Subgroup
267262.0958663782,6413953.381405784,428.237428181155,Yudnamutana_Subgroup
266109.09885262523,6415102.697351882,418.98853694816455,Yudnamutana_Subgroup
263945.28121728846,6419937.353032842,392.2435505599443,Yudnamutana_Subgroup
264544.18737920246,6419982.708180981,402.26710559940716,Yudnamutana_Subgroup
281878.4041125411,6410246.640999975,484.72533168306774,Burra_Group
281773.5383450305,6408893.5642069345,465.8491827962695,Burra_Group
283442.0153493803,6412561.861472249,474.2346682117981,Burra_Group
282239.4013564278,6411152.004490652,503.2004021771244,Burra_Group
271510.9791197406,6447336.968967242,451.3351821794256,Burra_Group
271475.5453358853,6446369.560767131,450.732708780468,Burra_Group
272435.9057725902,6458336.085975628,448.87251136353507,Burra_Group
272480.12229512766,6458255.45533151,448.4446593483185,Burra_Group
272984.4043250709,6458244.579712295,455.1747593883145,Burra_Group
270407.7336470266,6458336.085975628,426.83670381488685,Burra_Group
270588.66208720644,6458196.8947810065,431.0286429479269,Burra_Group
264043.32616795844,6449356.388340127,404.0993354816776,Burra_Group
264641.56922740175,6451110.542922942,407.6559591483983,Burra_Group
263590.0938794451,6451467.731057414,394.44737321184425,Burra_Group
263511.40985543345,6452143.560974573,393.6115084614624,Burra_Group
265322.56350911217,6454598.143277618,390.09922054454535,Burra_Group
265622.6263479054,6454895.83483796,390.8456951761733,Burra_Group
266479.3426943372,6454711.495626932,419.51093095306777,Burra_Group
266857.3268280908,6454028.035632305,415.3909924691604,Burra_Group
268161.42001388944,6455592.0105552655,413.78881491820164,Burra_Group
269141.6868037173,6458094.708579447,402.0,Burra_Group
275287.71456877724,6455586.047995508,512.8908008963679,Burra_Group
275437.0886634359,6451338.377669593,548.983339197818,Burra_Group
274250.8840179674,6451766.192174852,539.2341204507757,Burra_Group
273526.5602663123,6449672.439286083,481.86791277394076,Burra_Group
275565.7229061061,6448716.810405364,506.2599066560717,Burra_Group
268849.926228157,6445631.599276832,444.99627719150897,Burra_Group
268512.19707912905,6447072.815108897,442.40461661689375,Burra_Group
265232.2975072929,6447630.882283235,414.71554835822434,Burra_Group
275287.71456877724,6455586.047995508,512.8908008963679,Emeroo_Subgroup
275273.19571988855,6455813.506761197,512.1250767432871,Emeroo_Subgroup
274733.94433348085,6457688.048682295,493.3598889090856,Emeroo_Subgroup
275329.08836561017,6458336.085975628,506.10636748933473,Emeroo_Subgroup
275552.52996501396,6456336.28210403,521.8038567049305,Emeroo_Subgroup
275355.4701438846,6455739.3048275495,512.2287707824455,Emeroo_Subgroup
265463.410780211,6430964.250968022,424.7380962775037,Umberatana_Group
264653.5189801756,6429924.288906213,406.3298797673618,Umberatana_Group
263695.9089941973,6427426.785339985,388.9999999999999,Umberatana_Group
254293.14159267035,6442365.811852168,347.7993970828059,Umberatana_Group
255708.99547022895,6442190.281147777,358.2725231510102,Umberatana_Group
256137.4192933353,6442362.052222735,348.1948195708622,Umberatana_Group
257178.51454854233,6443238.071654343,363.8272538195013,Umberatana_Group
257657.75552113322,6443940.740153629,382.0701636798914,Umberatana_Group
274321.05424196506,6440983.363279857,508.55948366430806,Umberatana_Group
272949.6205334873,6437752.668810428,533.4113138197492,Umberatana_Group
272379.40105835005,6437967.169813756,517.4784573475481,Umberatana_Group
270726.5389657372,6438154.109537022,491.2049410053141,Umberatana_Group
274944.41849780537,6446650.407844847,474.51699395271163,Umberatana_Group
274852.880482125,6445358.778809911,479.60374581235305,Umberatana_Group
274391.1477442598,6441305.793196073,497.14446284337953,Umberatana_Group
254993.5398829249,6428569.246554425,328.47246881482397,Umberatana_Group
252936.10376527987,6427995.291188724,331.9242229518241,Umberatana_Group
252261.603474642,6428215.9127975125,325.86781939178604,Umberatana_Group
251726.4893037009,6428444.828279007,316.5251348663028,Umberatana_Group
