WKT	site_code	short_name	site_type_	target_com	site_commo	commodity_
POINT (502147.40277673 7488324.38432102)	S0231389	Vivash Gorge Crocidolite	Occurrence	ASBESTOS	Asbr	INDUSTRIAL MINERAL
