X, Y, l, m, n, dip, dip_dir
499997.8827818414, 7486786.997082645, -0.1288501762758419, -0.16026804812594372, 0.9786275005453222, 11.867024333394141, 218.79812331427686
499997.8827818414, 7487286.997082645, -0.20059004664738597, -0.04530186574028293, 0.9786272907222897, 11.867082794235273, 257.27364972587674
499997.8827818414, 7487786.997082645, -0.2034612888588999, 0.02987533348737834, 0.9786270834106796, 11.867140555065717, 278.3533592699612
499997.8827818414, 7488286.997082645, -0.19364765726999025, 0.06920995084310932, 0.9786268786100956, 11.86719761600601, 289.6669625148724
499997.8827818414, 7488786.997082645, -0.18578908485513362, 0.08816033316238343, 0.9786266763201326, 11.867253977178919, 295.3851984267702
499997.8827818414, 7489286.997082645, -0.18359347587241837, 0.09264801687701842, 0.9786264765403803, 11.867309638708605, 296.7771901875745
499997.8827818414, 7489786.997082645, -0.18732331467843644, 0.08485623901173768, 0.9786262792704201, 11.867364600721388, 294.3702161167461
499997.8827818414, 7490286.997082645, -0.19453008834182503, 0.06670106031156348, 0.9786260845098269, 11.867418863345321, 288.9259700847721
499997.8827818414, 7490786.997082645, -0.2013381536743862, 0.0418844944686358, 0.9786258922581683, 11.867472426710293, 281.75166343891374
499997.8827818414, 7491286.997082645, -0.20503657979856973, 0.015866169087629275, 0.9786257025150052, 11.867525290947981, 274.424852026871
499997.8827818414, 7491786.997082645, -0.20554615478307778, -0.006548213272222189, 0.9786255152798912, 11.86757745619201, 268.1753094076148
499997.8827818414, 7492286.997082645, -0.20437658036559767, -0.02286210400036142, 0.9786253305523729, 11.867628922577708, 263.61727740547923
499997.8827818414, 7492786.997082645, -0.2030770858051072, -0.03244250719496435, 0.9786251483319902, 11.86767969024227, 260.9234306655213
499997.8827818414, 7493286.997082645, -0.20251972918325228, -0.03576213204524271, 0.9786249686182755, 11.867729759324803, 259.9856120514213
499997.8827818414, 7493786.997082645, -0.20281648204007954, -0.03404397522533303, 0.9786247914107546, 11.867779129966124, 260.4713853032276
