GROUP_,id,x,y,z,code
Wilpena Group,83,261085.17709087802,6434076.925359631,574.7263855216798,ABC_Range_Quartzite
Wilpena Group,83,260616.57871876706,6433196.812170717,472.9437544065707,ABC_Range_Quartzite
Wilpena Group,83,260382.153682014,6432864.86677642,516.4836596482921,ABC_Range_Quartzite
Wilpena Group,83,259975.0149257184,6432338.206507107,476.7441315113649,ABC_Range_Quartzite
Wilpena Group,83,259411.3832219873,6431770.434627555,492.5892284385484,ABC_Range_Quartzite
Wilpena Group,83,259097.88856481778,6431484.663666716,450.23714331371355,ABC_Range_Quartzite
Wilpena Group,83,257860.131143199,6430495.183193026,410.15042661139694,ABC_Range_Quartzite
Wilpena Group,83,257583.1307273165,6430237.023575041,408.536465853013,ABC_Range_Quartzite
Wilpena Group,83,257225.0316166358,6429846.839699841,398.1803151026668,ABC_Range_Quartzite
Wilpena Group,83,256816.2467723179,6429453.639851312,410.0317946516576,ABC_Range_Quartzite
Wilpena Group,83,255584.44208465717,6428152.877390373,381.1966677090169,ABC_Range_Quartzite
Wilpena Group,83,255281.8444247134,6427791.435729415,357.64088114669096,ABC_Range_Quartzite
Wilpena Group,83,254651.0516401306,6426965.270613281,326.7307600507967,ABC_Range_Quartzite
Wilpena Group,83,254270.65032479007,6426522.880247358,349.83412729680447,ABC_Range_Quartzite
Wilpena Group,83,253613.62870610502,6425815.992959786,343.8559799992098,ABC_Range_Quartzite
Wilpena Group,83,256499.4331774171,6430461.736525597,373.5634616303583,ABC_Range_Quartzite
Wilpena Group,83,256845.95978708466,6431557.863124372,389.2529359873291,ABC_Range_Quartzite
Wilpena Group,83,257081.19120064052,6431899.67589505,389.8710386428657,ABC_Range_Quartzite
Wilpena Group,83,258098.400829646,6432673.676110065,417.557401371854,ABC_Range_Quartzite
Wilpena Group,83,255043.27820216498,6428600.656730793,329.3714822554147,ABC_Range_Quartzite
Wilpena Group,83,255716.9161152489,6429208.485096918,341.01074220319913,ABC_Range_Quartzite
Wilpena Group,83,256296.11706160766,6429818.610546691,368.7160889694284,ABC_Range_Quartzite
Wilpena Group,83,253553.4540170973,6426728.064015591,330.00058872201805,ABC_Range_Quartzite
Wilpena Group,83,253958.0907061238,6427621.484198639,319.6068859272482,ABC_Range_Quartzite
Wilpena Group,83,250805.1529856466,6453874.324880334,392.7511628017029,Pound_Subgroup
Wilpena Group,83,251344.0329413755,6454528.678467223,389.2201797280445,Pound_Subgroup
Wilpena Group,83,252432.95939901102,6455819.255150296,428.54306856579535,Pound_Subgroup
Wilpena Group,83,253188.06241754105,6456715.937453929,423.34576906638955,Pound_Subgroup
Wilpena Group,83,253766.7878160027,6457403.171973942,414.4828274377485,Pound_Subgroup
Wilpena Group,83,254842.89717771971,6458336.085975628,397.5412876422204,Pound_Subgroup
Wilpena Group,83,254833.06744775825,6458306.596773282,398.4882651259476,Pound_Subgroup
Wilpena Group,83,254458.99173294782,6457638.606443965,421.7610841617388,Pound_Subgroup
Wilpena Group,83,253914.9802338848,6456746.430111311,440.72160900279624,Pound_Subgroup
Wilpena Group,83,253123.00676323078,6455447.597248197,507.9451113509382,Pound_Subgroup
Wilpena Group,83,252000.7800945754,6453897.859543258,539.4892349025106,Pound_Subgroup
Wilpena Group,83,250931.99303036343,6452775.63543851,482.56853474209,Pound_Subgroup
Heysen Supergroup,83,298209.4254388757,6455581.23668829,400.12070589298776,Yudnamutana_Subgroup
Heysen Supergroup,83,298547.1778493085,6457493.677128969,411.21552489259443,Yudnamutana_Subgroup
Heysen Supergroup,83,298556.24043271877,6457544.989651525,412.8904330937457,Yudnamutana_Subgroup
Heysen Supergroup,83,298602.68291227444,6457734.769246515,414.5633816915735,Yudnamutana_Subgroup
Heysen Supergroup,83,300021.96942908317,6458336.085975628,382.26891010026816,Yudnamutana_Subgroup
Heysen Supergroup,83,299949.66458745184,6457761.253478134,378.9610172887858,Yudnamutana_Subgroup
Heysen Supergroup,83,299926.1803019326,6457574.550844148,377.89894804702544,Yudnamutana_Subgroup
Heysen Supergroup,83,299918.6176866,6457522.238320462,377.4531802600999,Yudnamutana_Subgroup
Heysen Supergroup,83,299682.61576517124,6455893.673166357,370.20644155141594,Yudnamutana_Subgroup
Heysen Supergroup,83,298962.5515476112,6455386.923097455,380.4322845677018,Yudnamutana_Subgroup
Heysen Supergroup,83,284128.1453369531,6425675.6012614705,465.5685061178281,Wilpena_Group
Heysen Supergroup,83,284359.5526767471,6425654.837941728,464.9790038063984,Wilpena_Group
Heysen Supergroup,83,284617.163190173,6425600.207603903,463.5902964598045,Wilpena_Group
Heysen Supergroup,83,284688.37666274386,6425579.005520218,463.28539271035413,Wilpena_Group
Heysen Supergroup,83,284886.81086818466,6425450.894740794,463.67423343207867,Wilpena_Group
Heysen Supergroup,83,285010.86230599735,6425184.799622671,466.9249245702042,Wilpena_Group
Heysen Supergroup,83,285062.55726196733,6424640.922088207,477.48852290695913,Wilpena_Group
Heysen Supergroup,83,285052.28951214044,6424176.036690235,486.2674502095191,Wilpena_Group
Heysen Supergroup,83,285077.75818253605,6424069.433373781,484.85915675881694,Wilpena_Group
Heysen Supergroup,83,285158.4740488728,6423889.79850452,481.93500569698483,Wilpena_Group
Heysen Supergroup,83,285238.30371303007,6423830.949440339,480.00752869084795,Wilpena_Group
Heysen Supergroup,83,285341.1958646873,6423811.63237291,477.7040824584174,Wilpena_Group
Heysen Supergroup,83,285528.227251381,6423873.640816401,476.8802470296097,Wilpena_Group
Heysen Supergroup,83,286034.3288606014,6424234.471837293,474.10991507544566,Wilpena_Group
Heysen Supergroup,83,286187.40097044746,6424332.61912209,472.35490943266194,Wilpena_Group
Heysen Supergroup,83,286342.37365025305,6424399.080026877,470.33155565686457,Wilpena_Group
Heysen Supergroup,83,286480.23947483534,6424432.723276088,468.90258540518414,Wilpena_Group
Heysen Supergroup,83,286860.0036379179,6424461.680617172,468.09546086591666,Wilpena_Group
Heysen Supergroup,83,286918.5455671275,6424439.7244234495,468.66646177051945,Wilpena_Group
Heysen Supergroup,83,287097.9725535841,6424310.482663814,471.24024429778495,Wilpena_Group
Heysen Supergroup,83,287405.6345639565,6424163.431836279,472.70810969154957,Wilpena_Group
Heysen Supergroup,83,287572.6443486438,6424135.209976884,473.3281363628099,Wilpena_Group
Heysen Supergroup,83,287709.75003913767,6424181.527918519,473.6799626838907,Wilpena_Group
Heysen Supergroup,83,287782.7381751373,6424236.750333022,473.64734353619076,Wilpena_Group
Heysen Supergroup,83,287883.85834425257,6424459.0047745835,475.06804698350254,Wilpena_Group
Heysen Supergroup,83,287919.46636719303,6424607.401811011,476.74754835130113,Wilpena_Group
Heysen Supergroup,83,287942.5315060436,6424964.930070137,478.63540451385194,Wilpena_Group
Heysen Supergroup,83,287855.228400353,6425360.410407974,477.1758388383511,Wilpena_Group
Heysen Supergroup,83,287714.8303989897,6425581.01340945,474.31709212855446,Wilpena_Group
Heysen Supergroup,83,287660.9778706392,6425736.807114109,472.7816736514102,Wilpena_Group
Heysen Supergroup,83,287621.4457751021,6426077.890760761,471.7987772035215,Wilpena_Group
Heysen Supergroup,83,287638.8068355394,6426212.482199257,471.7534908262474,Wilpena_Group
Heysen Supergroup,83,287698.36328256904,6426279.625322591,472.4181809064296,Wilpena_Group
Heysen Supergroup,83,287882.3540591103,6426392.332212493,475.9947487461112,Wilpena_Group
Heysen Supergroup,83,288174.4323424016,6426505.110943662,481.22413755634955,Wilpena_Group
Heysen Supergroup,83,288437.49257346103,6426571.643359697,482.92866640850923,Wilpena_Group
Heysen Supergroup,83,288740.84781843727,6426602.414071534,485.4904856884945,Wilpena_Group
Heysen Supergroup,83,288959.30357588246,6426564.533671169,487.8496674629981,Wilpena_Group
Heysen Supergroup,83,289470.72362139676,6426518.646181152,498.6198855601508,Wilpena_Group
Heysen Supergroup,83,289806.13768376585,6426544.964435993,500.0,Wilpena_Group
Heysen Supergroup,83,289975.9364602957,6426682.266657237,498.73852730650964,Wilpena_Group
Heysen Supergroup,83,290006.9835139096,6426906.711454936,494.056535677825,Wilpena_Group
Heysen Supergroup,83,290001.91650999343,6427097.207674913,490.0858042723318,Wilpena_Group
Heysen Supergroup,83,289891.80262206774,6427236.93372328,489.0275295013936,Wilpena_Group
Heysen Supergroup,83,289802.8506486012,6427447.878138283,487.660691039102,Wilpena_Group
Heysen Supergroup,83,289468.5795767274,6427720.544191189,486.86990418982515,Wilpena_Group
Heysen Supergroup,83,289369.8710724935,6427988.147423994,486.65670650928365,Wilpena_Group
Heysen Supergroup,83,289342.121848849,6428132.774443395,486.17893433195087,Wilpena_Group
Heysen Supergroup,83,289371.01410940534,6428287.131897854,485.85148914588103,Wilpena_Group
Heysen Supergroup,83,289592.3874800167,6428624.66065919,486.62191433953313,Wilpena_Group
Heysen Supergroup,83,289693.50764500804,6428846.9150848845,487.1076583112894,Wilpena_Group
Heysen Supergroup,83,289783.6025936584,6428934.955033425,488.2910287692019,Wilpena_Group
Heysen Supergroup,83,290453.9273384384,6429420.036760259,486.08235276687657,Wilpena_Group
Heysen Supergroup,83,290932.15103104344,6429715.609708441,494.206179720646,Wilpena_Group
Heysen Supergroup,83,291524.16628667584,6430234.191280678,498.41642007953493,Wilpena_Group
Heysen Supergroup,83,291877.9558116455,6430484.200311145,502.6880459212539,Wilpena_Group
Heysen Supergroup,83,292216.03316280484,6430784.153911127,499.6822204459577,Wilpena_Group
Heysen Supergroup,83,292364.92436096387,6430952.011714241,501.3374670679164,Wilpena_Group
Heysen Supergroup,83,292504.0590386105,6431176.528136771,503.4697739322777,Wilpena_Group
Heysen Supergroup,83,292605.1791836985,6431398.782625543,503.62378008162636,Wilpena_Group
Heysen Supergroup,83,292710.8604767417,6431544.989447025,504.26181659017936,Wilpena_Group
Heysen Supergroup,83,292733.54276203853,6431590.85856721,504.47908432457155,Wilpena_Group
Heysen Supergroup,83,292678.55274392385,6432083.660572385,501.1983679335963,Wilpena_Group
Heysen Supergroup,83,292683.4964632563,6432319.271937495,498.44393337219225,Wilpena_Group
Heysen Supergroup,83,292703.51823621074,6432409.5021993695,497.23915711706934,Wilpena_Group
Heysen Supergroup,83,316634.283107754,6437108.062919648,259.057839716326,Wilpena_Group
Heysen Supergroup,83,316450.0647330311,6437052.248902351,268.1495061542666,Wilpena_Group
Heysen Supergroup,83,314614.87292095256,6435966.873591928,299.257877814485,Wilpena_Group
Heysen Supergroup,83,312494.6173469076,6434080.622268405,384.1401596675633,Wilpena_Group
Heysen Supergroup,83,311373.989459928,6433120.62156897,398.93079976593054,Wilpena_Group
Heysen Supergroup,83,310239.7994480467,6432709.809409421,402.23099469495725,Wilpena_Group
Heysen Supergroup,83,308621.7965822787,6432713.873459884,366.18165055723915,Wilpena_Group
Heysen Supergroup,83,306150.97956842615,6432650.000728066,413.5920142655085,Wilpena_Group
Heysen Supergroup,83,302772.40943481284,6431067.313597331,559.8395979179949,Wilpena_Group
Heysen Supergroup,83,300681.9038322922,6429258.249852934,547.7757019215774,Wilpena_Group
Heysen Supergroup,83,294212.32295349374,6422666.056740403,630.4206076475547,Wilpena_Group
Heysen Supergroup,83,290256.1860106519,6418076.677112436,487.4242083216746,Wilpena_Group
Heysen Supergroup,83,312543.5324532871,6442671.198676072,305.4552795103989,Wilpena_Group
Heysen Supergroup,83,313856.37820872176,6443074.699567104,311.57908913487927,Wilpena_Group
Heysen Supergroup,83,317049.3218598524,6443615.19762931,306.3351417292849,Wilpena_Group
Heysen Supergroup,83,321220.72515180777,6440466.31429841,225.02613722489247,Wilpena_Group
Heysen Supergroup,83,320834.74851006106,6440010.872302067,230.9429025399935,Wilpena_Group
Heysen Supergroup,83,320593.8619872326,6439786.661074791,235.41216407275266,Wilpena_Group
Heysen Supergroup,83,320350.31481433753,6439606.8109361995,237.04690861821098,Wilpena_Group
Heysen Supergroup,83,319866.5156670278,6439298.1863197535,241.7844842950206,Wilpena_Group
Heysen Supergroup,83,319136.382796649,6438962.183953217,244.17718248329766,Wilpena_Group
Heysen Supergroup,83,318835.8141160061,6438778.940951372,274.37510939414926,Wilpena_Group
Heysen Supergroup,83,318202.74370008474,6438308.795811346,270.3930438257896,Wilpena_Group
Heysen Supergroup,83,317504.03532255685,6437872.904454919,268.54733054148414,Wilpena_Group
Heysen Supergroup,83,317029.61252404825,6437513.95842202,251.75325974654018,Wilpena_Group
Heysen Supergroup,83,321642.06998518016,6443844.308286206,235.56084677154882,Wilpena_Group
Heysen Supergroup,83,321491.41348826175,6443586.064204035,234.92308426787656,Wilpena_Group
Heysen Supergroup,83,321282.9659691004,6443351.063381437,237.93403957641516,Wilpena_Group
Heysen Supergroup,83,320507.72016521916,6442707.1002710145,248.84514187000747,Wilpena_Group
Heysen Supergroup,83,320387.46696176525,6442591.82603847,257.1214121631698,Wilpena_Group
Heysen Supergroup,83,320180.91990201664,6442325.138717525,268.8819538781211,Wilpena_Group
Heysen Supergroup,83,320124.02407664456,6442213.634530827,264.86460176914113,Wilpena_Group
Heysen Supergroup,83,320100.32729264087,6442078.6660097875,256.35493477374115,Wilpena_Group
Heysen Supergroup,83,320104.25402390223,6441907.181752656,244.0545108676985,Wilpena_Group
Heysen Supergroup,83,320187.50453554693,6441791.296951677,242.57380164549178,Wilpena_Group
Heysen Supergroup,83,320274.810350636,6441713.812897674,241.35015155132075,Wilpena_Group
Heysen Supergroup,83,320629.4832739774,6441525.03994198,235.8071119217001,Wilpena_Group
Heysen Supergroup,83,321163.07700332964,6441321.47378308,230.47876000000002,Wilpena_Group
Heysen Supergroup,83,321409.6622367741,6441132.628993662,230.47875999999997,Wilpena_Group
Heysen Supergroup,83,321436.52564925316,6441108.787737305,230.47876,Wilpena_Group
Heysen Supergroup,83,321465.66948163277,6441046.922747226,230.47876,Wilpena_Group
Heysen Supergroup,83,321451.72920040425,6440855.295521231,229.01470282713126,Wilpena_Group
Heysen Supergroup,83,305202.7247980981,6441068.436909319,354.70880473489666,Wilpena_Group
Heysen Supergroup,83,307373.99099611747,6442220.391621016,335.3943661890949,Wilpena_Group
Heysen Supergroup,83,308519.03238223353,6442816.576142762,331.8192322900278,Wilpena_Group
Heysen Supergroup,83,308668.26145918,6442816.675162753,328.27376042933747,Wilpena_Group
Heysen Supergroup,83,308727.94376867043,6442775.706955483,326.8557931456871,Wilpena_Group
Heysen Supergroup,83,309033.57680342416,6442450.457418257,320.8722167638724,Wilpena_Group
Heysen Supergroup,83,309061.58044031484,6442407.604296363,320.8117325076726,Wilpena_Group
Heysen Supergroup,83,309070.0683384059,6442160.072389608,322.12474552308294,Wilpena_Group
Heysen Supergroup,83,309059.92898805026,6441905.071957181,323.79894968228473,Wilpena_Group
Heysen Supergroup,83,308995.8062095843,6441277.984009558,330.3980864872075,Wilpena_Group
Heysen Supergroup,83,308944.61164254346,6441071.420085644,332.11615378413603,Wilpena_Group
Heysen Supergroup,83,308932.9520795299,6440841.769034792,335.4264833216945,Wilpena_Group
Heysen Supergroup,83,308953.2252649891,6440715.776908434,337.9205901088948,Wilpena_Group
Heysen Supergroup,83,309038.5022495609,6440460.094333107,342.3806864410003,Wilpena_Group
Heysen Supergroup,83,309108.3211756025,6440356.130095828,343.61365511210727,Wilpena_Group
Heysen Supergroup,83,309209.05848762376,6440266.725531334,345.00328667410577,Wilpena_Group
Heysen Supergroup,83,309425.73968077265,6440152.420382337,347.752644164554,Wilpena_Group
Heysen Supergroup,83,309740.37180493004,6440101.183123598,349.57232316414326,Wilpena_Group
Heysen Supergroup,83,310052.7234233661,6440087.969759266,350.4658878110534,Wilpena_Group
Heysen Supergroup,83,310772.5910980162,6440277.082948886,338.2476628556967,Wilpena_Group
Heysen Supergroup,83,311008.7880770172,6440367.45681358,333.7095233770465,Wilpena_Group
Heysen Supergroup,83,311774.906292585,6440527.522409152,328.6928663734425,Wilpena_Group
Heysen Supergroup,83,311943.3105946512,6440582.062681885,327.56011802956175,Wilpena_Group
Heysen Supergroup,83,312144.78811155306,6440721.24988169,325.31216847731605,Wilpena_Group
Heysen Supergroup,83,312317.50182141335,6440915.964863045,322.29159598121885,Wilpena_Group
Heysen Supergroup,83,312421.6626899055,6441087.520787627,319.9121575859063,Wilpena_Group
Heysen Supergroup,83,312544.70499405166,6441368.319065886,316.13010690048236,Wilpena_Group
Heysen Supergroup,83,312569.1619777008,6441490.613050183,314.34640002249876,Wilpena_Group
Heysen Supergroup,83,312583.862373471,6441669.5655088695,311.46304572301267,Wilpena_Group
Heysen Supergroup,83,312539.00889824674,6442099.3714717105,306.95669694101434,Wilpena_Group
Heysen Supergroup,83,312517.97809603816,6442556.034579152,305.4145440370569,Wilpena_Group
Heysen Supergroup,83,292696.69641551166,6432616.82957609,494.2162808995889,Wilpena_Group
Heysen Supergroup,83,294132.08371747035,6433546.889111041,478.46021065385577,Wilpena_Group
Heysen Supergroup,83,299206.59620654566,6436836.51499917,421.58338992003905,Wilpena_Group
Heysen Supergroup,83,303171.3563644945,6439990.704251232,377.4857582629766,Wilpena_Group
Heysen Supergroup,83,290205.73379392154,6418000.018191457,482.0999375000958,Wilpena_Group
Heysen Supergroup,83,288541.11764144077,6415470.736554307,435.052239394236,Wilpena_Group
Heysen Supergroup,83,288508.6800755332,6415421.486468731,434.89594573781324,Wilpena_Group
Heysen Supergroup,83,287626.3649514199,6414504.548265005,428.3110640859997,Wilpena_Group
Heysen Supergroup,83,287155.80143388617,6414418.048550855,427.3538863567564,Wilpena_Group
Heysen Supergroup,83,286703.6136653328,6414880.86236041,436.9854447429201,Wilpena_Group
Heysen Supergroup,83,286397.67635581293,6415621.301643559,445.687206162849,Wilpena_Group
Heysen Supergroup,83,286716.6162593089,6417466.867203571,464.1350401119082,Wilpena_Group
Heysen Supergroup,83,286637.99158049654,6417852.805438928,467.91686421282435,Wilpena_Group
Heysen Supergroup,83,287052.3681073381,6418650.86912586,477.16898355545027,Wilpena_Group
Heysen Supergroup,83,287057.0567372276,6419658.433478501,486.04565053691374,Wilpena_Group
Heysen Supergroup,83,286410.61824940436,6419870.871940995,488.84509116135735,Wilpena_Group
Heysen Supergroup,83,285582.17881223385,6419452.684586194,495.2778880301562,Wilpena_Group
Heysen Supergroup,83,283623.57586591574,6417891.24616058,543.2209020590747,Wilpena_Group
Heysen Supergroup,83,281263.131883556,6415937.8074727375,621.910728248414,Wilpena_Group
Heysen Supergroup,83,279597.556155873,6413666.242533293,601.5824518268461,Wilpena_Group
Heysen Supergroup,83,276987.61253680836,6408958.36143909,568.7426328666616,Wilpena_Group
Heysen Supergroup,83,275868.56489886146,6406828.688696428,536.3254729320217,Wilpena_Group
Heysen Supergroup,83,275706.22230296757,6405955.795736179,545.817207795276,Wilpena_Group
Heysen Supergroup,83,275587.30640826985,6405733.956098415,545.1120644568077,Wilpena_Group
Heysen Supergroup,83,275406.6018586088,6405396.825357201,546.8080925507329,Wilpena_Group
Heysen Supergroup,83,275270.9219692517,6405336.051997921,547.1138295011172,Wilpena_Group
Heysen Supergroup,83,273769.53559458646,6405084.328058686,583.4267453034442,Wilpena_Group
Heysen Supergroup,83,273624.80588457803,6405635.42122151,563.787937924657,Wilpena_Group
Heysen Supergroup,83,273304.39438976825,6408604.177276297,509.92452202619666,Wilpena_Group
Heysen Supergroup,83,273666.1555888889,6411147.7441842435,517.6331887252929,Wilpena_Group
Heysen Supergroup,83,276026.6620051201,6415861.821129914,492.19334636075337,Wilpena_Group
Heysen Supergroup,83,277062.550118153,6417333.8693098035,485.69832836182957,Wilpena_Group
Heysen Supergroup,83,278447.3527566928,6419268.795597533,503.18671798656464,Wilpena_Group
Heysen Supergroup,83,279848.14371077315,6421296.249805598,485.7933260877613,Wilpena_Group
Heysen Supergroup,83,281697.0234820944,6423383.133401282,470.9946777560016,Wilpena_Group
Heysen Supergroup,83,275144.7119791233,6405279.518028408,549.1172010639889,Wilpena_Group
Heysen Supergroup,83,275070.3565296936,6405312.583710093,547.9064086415294,Wilpena_Group
Heysen Supergroup,83,274826.396072029,6405751.988983142,545.1613850949616,Wilpena_Group
Heysen Supergroup,83,274431.5920686851,6405957.886266282,581.7317487225678,Wilpena_Group
Heysen Supergroup,83,274402.598346656,6405512.351062782,565.8813793111062,Wilpena_Group
Heysen Supergroup,83,324957.26899628923,6438738.431730997,214.47182313846662,Wilpena_Group
Heysen Supergroup,83,323405.3904983572,6437904.369037045,224.32088844140503,Wilpena_Group
Heysen Supergroup,83,322388.5133317801,6437664.307142193,222.97522606777068,Wilpena_Group
Heysen Supergroup,83,321918.9037310685,6437745.582107281,219.8031280192272,Wilpena_Group
Heysen Supergroup,83,321945.76455476606,6437812.849223504,219.42648784498567,Wilpena_Group
Heysen Supergroup,83,322039.2829724249,6438161.8498830795,217.8664935195663,Wilpena_Group
Heysen Supergroup,83,322088.45366257965,6438826.207836583,218.37580433204315,Wilpena_Group
Heysen Supergroup,83,322133.56676178036,6439134.168666516,216.85315891342537,Wilpena_Group
Heysen Supergroup,83,322224.1700848963,6439425.756473331,215.82881355027808,Wilpena_Group
Heysen Supergroup,83,322478.23658883164,6439854.269443988,215.8031779370362,Wilpena_Group
Heysen Supergroup,83,323021.5949844527,6440548.033658519,215.96484843946183,Wilpena_Group
Heysen Supergroup,83,323300.624248916,6440984.392061884,213.42688800763904,Wilpena_Group
Heysen Supergroup,83,323346.3689809778,6441069.793078067,213.0456269757782,Wilpena_Group
Heysen Supergroup,83,323414.6702030613,6441309.174429817,213.1818737398067,Wilpena_Group
Heysen Supergroup,83,323448.6320609612,6441591.031926457,212.79535747390656,Wilpena_Group
Heysen Supergroup,83,323419.3623338706,6441761.008257704,212.27501096754898,Wilpena_Group
Heysen Supergroup,83,323418.9848358471,6442085.341866499,212.62499501607454,Wilpena_Group
Heysen Supergroup,83,323448.63730344916,6442227.02469169,212.9364087007755,Wilpena_Group
Heysen Supergroup,83,323611.08850746776,6442592.84687558,211.29037094444757,Wilpena_Group
Heysen Supergroup,83,323651.6378258582,6442658.859029645,210.76492859332967,Wilpena_Group
Heysen Supergroup,83,323877.31789332954,6442818.566143267,208.4173726266167,Wilpena_Group
Heysen Supergroup,83,324451.3240703066,6443008.087649247,207.59423574828696,Wilpena_Group
Heysen Supergroup,83,325084.2099219977,6442267.4378299415,216.38850481634537,Wilpena_Group
Heysen Supergroup,83,325136.459198007,6441383.623702547,213.36592,Wilpena_Group
Heysen Supergroup,83,324743.3947172189,6439984.434117172,213.6127583672984,Wilpena_Group
Heysen Supergroup,83,325971.24507348286,6419124.62201025,274.7895747125258,Yudnamutana_Subgroup
Heysen Supergroup,83,327692.5068658496,6419530.519038323,289.32659697331474,Yudnamutana_Subgroup
