WKT	ID	STRATNAM_1	PARENTNAME	min	max	STRATNAME	r1	r2	STRATDESC
"POLYGON ((319854.2840401148 6428090.557815862, 319844.7528218065 6427893.547211103, 319797.9937886618 6427719.046913199, 319685.3424310859 6427477.026635926, 319123.7344304571 6426451.460358128, 318907.8080060494 6425917.098191038, 318879.676076646 6425750.06615684, 318891.0787604434 6425559.946937001, 318925.5439563859 6425409.359464131, 319101.1672743591 6425025.494503994, 319107.4294025048 6424997.017189331, 319127.3962736628 6424906.216701316, 319100.0244520577 6424726.510004006, 318999.2842870124 6424497.918304188, 318894.7433052398 6424332.699480442, 318888.1533869446 6424230.548645589, 318671.341072493 6423816.972224889, 318371.5299045143 6423303.058094307, 318149.7763487964 6422971.866668377, 317890.7686989765 6422625.738619253, 317869.0212466383 6422601.220854145, 317729.966272551 6422444.45220302, 317549.0162510077 6422281.046810482, 317353.8744983664 6422142.236615832, 317137.570812755 6421932.207916046, 316969.0381285381 6421667.782636179, 316872.8590966882 6421363.143074464, 316837.8854527889 6421310.182715019, 316791.1261570042 6421135.682278079, 316778.9606161686 6421020.479807013, 316844.5959890732 6420668.229637543, 316908.2050154202 6420455.777191496, 316975.4890995136 6420288.062877212, 317101.3151665004 6420098.392387629, 317290.4986930091 6419912.491933892, 317382.2397282578 6419867.071392441, 317510.474947057 6419849.262281913, 317693.9569635967 6419758.421483134, 318154.5654003194 6419817.629180506, 318468.3114614853 6419887.177657431, 319142.5630017364 6420200.775082968, 319404.3571527196 6420394.430886764, 319503.0683115108 6420444.823992683, 319505.4988926632 6420445.379270853, 319691.2400152877 6420487.820552168, 319844.4378985843 6420477.856644653, 319916.0315279886 6420450.317138677, 320010.4332239188 6420360.535610475, 320258.284575509 6420044.56771354, 320532.873433342 6419812.869818962, 320631.7103653555 6419755.151797147, 320702.5437951405 6419740.286808932, 320879.944361039 6419750.842850658, 321096.384105106 6419811.271130115, 321870.9801697503 6419765.294016874, 323105.56297602 6419959.595304232, 323952.6513961615 6420041.800085453, 324538.1999164012 6420032.123126237, 326100.5923149178 6420061.492653968, 326435.3952192753 6420036.644881109, 326444.4941177293 6419840.279057135, 326419.2769757884 6419730.65980676, 326305.8655442735 6419501.313919086, 326123.9011012198 6419248.809210487, 325971.2450734829 6419124.62201025, 325929.8996416904 6419090.987136109, 325613.1101274472 6418754.14069253, 325462.4442952906 6418509.858266501, 325085.4639894014 6418010.431970399, 324850.5330872857 6417792.935066592, 324722.8039072353 6417696.295730244, 324629.668353586 6417658.954124959, 323982.6628075502 6417633.174583277, 322606.54165367 6417678.488222596, 321582.1810466916 6417795.612521175, 320983.5809762822 6417810.872748416, 320624.9786564038 6417853.133677794, 320280.5684055181 6417870.799500463, 319899.2838109637 6417867.191267114, 319621.6516312327 6417831.591322464, 319117.9591155628 6417642.621462516, 318795.0881359007 6417407.171791859, 318704.61319034 6417325.46917613, 318634.2856882705 6417225.88545577, 318555.8478572128 6417049.500139039, 318485.5176583265 6416631.920110448, 318467.2680283869 6416300.11817026, 318480.1911093064 6416084.649656467, 318515.4165717617 6415921.387728326, 318767.3203652984 6415325.824220079, 318938.6343161566 6414801.784419015, 319021.7563889303 6414476.014439093, 319102.089456002 6413984.720460059, 319119.5736319305 6413693.204365553, 319118.0284622879 6413675.297525354, 319082.0624816606 6413258.497398064, 319016.0418263827 6412981.092082694, 318881.0882832657 6412686.865255475, 318544.0227414762 6412158.014486818, 318283.8748197523 6411830.898275934, 317772.7036546733 6411342.56698209, 317534.4493528393 6411070.712798044, 317241.5108094405 6410764.005381319, 316815.9992165291 6410331.650532229, 316718.8084440998 6410255.908139218, 316674.8384531953 6410246.931858961, 316677.1188997911 6410208.907988628, 316538.9987863612 6410073.490660117, 316385.9266832756 6409975.343365403, 316296.211865701 6409880.966028437, 316013.1298622717 6409724.203176141, 315658.580265196 6409486.868610993, 315568.1052065821 6409405.165960921, 315405.5281578801 6409147.454807448, 315303.6477890457 6408937.874882627, 315147.532279102 6408572.429725938, 314918.4286295206 6408151.76196916, 314841.0052271206 6408064.475752167, 314737.0986534791 6407994.693702206, 314581.3657908275 6407940.907625807, 314367.0909677091 6407909.077625753, 313908.2571829905 6407926.294523099, 312707.2560491097 6408020.188265553, 312288.2113862587 6408116.09202452, 311941.0144505575 6408286.230104093, 311773.8789397721 6408422.56304013, 311675.6762870618 6408575.717821668, 311650.7160689275 6408885.868913254, 311671.2462818513 6409179.647002679, 311700.8987272376 6409321.329775073, 311813.0441620366 6409677.798775064, 311881.0910973143 6409815.406278554, 312113.6156459895 6410179.03829082, 312349.1809028406 6410491.971827054, 312479.4449240823 6410652.361278163, 312614.3985280884 6410946.58818409, 312730.853453908 6411443.231897602, 312756.7049490424 6411648.287749458, 312768.7473310771 6412189.59785343, 312738.0831005845 6412276.812156737, 312669.4044314589 6412361.764516455, 312658.7864030232 6412386.944693213, 312580.4524635414 6412572.708954843, 312496.0616227991 6412707.605576724, 312409.1359490918 6412778.752323598, 312192.4547695629 6412893.057434933, 311928.5085659871 6412947.310698792, 311531.1316676575 6412999.984304271, 311054.0508468346 6413003.395675363, 310706.7255643903 6412963.648693862, 310430.9938446031 6412896.362179687, 310194.7969333107 6412805.988353875, 309892.3276068567 6412654.431845207, 309561.6005681638 6412443.954535163, 308906.6104803084 6412233.26200798, 308716.5383816251 6412221.951976616, 308426.2107710587 6412269.058398448, 308286.3424955125 6412291.752437874, 308083.0930399689 6412394.136960648, 307823.836320777 6412582.227664938, 307794.6924830189 6412644.092773186, 307633.5125974237 6412787.140142236, 307631.2320213037 6412825.163959118, 307542.7860440545 6412921.659907296, 307376.7906630577 6413038.98089445, 307282.0089347817 6413135.099827917, 307079.8996629394 6413218.472484907, 306837.6212454368 6413229.495512273, 306401.4697846354 6413292.581792744, 306071.8856059629 6413381.088986376, 305866.6098650522 6413623.27124048, 305864.2034290068 6413769.406288369, 305899.8115112482 6413917.803298021, 305980.9100471521 6414049.827553509, 305987.5001274816 6414151.978510337, 306069.3587846949 6414271.328059015, 306165.1576696846 6414582.304890897, 306299.731175752 6414882.869082736, 306265.0144124628 6415249.678822014, 306258.503333199 6415258.285902604, 306223.5791085263 6415304.452622507, 306019.4436622064 6415527.622990541, 305690.493852046 6415711.566684641, 305388.5332163232 6415763.557985865, 305071.6205165451 6415852.819116847, 304894.4740603435 6415944.036999632, 304821.4215558497 6415997.890057113, 304774.7294070078 6416032.310557319, 304700.0951269247 6416110.548627114, 304696.1684157014 6416282.032805758, 304726.3293195869 6416627.263562914, 304779.0442762708 6416808.478142589, 304778.1581624051 6416929.263992263, 304754.4641044702 6417112.291930929, 304680.464200836 6417285.966473985, 304423.3622700564 6417544.1447055, 304130.2721271298 6417660.263034047, 303809.3041335396 6417711.123351406, 303658.3867646888 6417683.063444368, 303118.960427759 6417453.807732232, 303026.9650450456 6417397.454162249, 302754.0198065293 6417177.695351146, 302569.7748432454 6416963.214408705, 302423.7985218606 6416852.769386293, 302196.9781371413 6416712.074289804, 302059.8724723371 6416665.756312223, 301765.6393529781 6416482.890268906, 301554.7853634893 6416394.024551721, 300934.2604426758 6416032.744642153, 300258.9971893363 6415948.044386396, 300129.2416563897 6415991.202760791, 299993.4047209307 6416135.75813436, 299939.5523461581 6416291.551774342, 299929.6699429306 6416456.321794885, 299964.3919911231 6416725.504712015, 300052.7149344406 6417055.11647041, 300361.7768496328 6417626.820355774, 300492.0408766498 6417787.209798461, 300956.3296355756 6418527.148298041, 301231.5581743825 6419026.879826466, 301479.794846107 6419340.56731718, 302289.3828015571 6420260.050531447, 302651.791200659 6420790.409292245, 302915.4884492297 6421270.374836738, 302951.8567074569 6421406.097341706, 303029.4112605402 6422021.264887616, 303122.675339157 6422268.491568472, 303251.7991092608 6422447.892885865, 303698.0925467892 6422957.80339596, 303959.8866198106 6423151.459125789, 304407.4675082806 6423352.04197666, 304418.0887261053 6423356.8017737, 304546.5781794747 6423440.766463911, 304677.5357607428 6423566.217611114, 305274.5589293073 6424024.677880004, 305660.4305120403 6424266.505327644, 305995.8211982035 6424296.553049574, 306221.6271425231 6424348.148967177, 306488.3624657474 6424459.419802038, 306690.6002140112 6424585.932293044, 306919.9554299396 6424790.377636613, 307104.5804975786 6424998.521211206, 307195.6899269734 6425175.660506198, 307214.9860238987 6425380.834449945, 307238.3965114087 6425629.756326382, 307285.1557101614 6425804.256575348, 307353.2026547853 6425941.864222761, 307531.4918761211 6426149.630727732, 307672.6527427258 6426234.349417935, 307817.8688551919 6426357.468983084, 307885.2813864721 6426399.639859084, 308240.7170958931 6426516.188631315, 309006.0752889917 6426688.929018924, 309074.6280966657 6426712.087882079, 309288.7770706124 6426852.029089896, 309511.036465021 6427068.772035457, 309770.8043914067 6427402.22553727, 309792.9807622032 6427562.543173485, 309773.7219179237 6427777.634576144, 309782.2124239117 6427848.098975534, 309916.7859416881 6428148.663252154, 310127.1340364826 6428351.977483386, 310243.7120625933 6428422.513580726, 310675.1766201688 6428543.586243495, 311067.2321054882 6428579.635046847, 311469.6786252031 6428654.461635865, 311644.0385001301 6428715.716112182, 312231.1099806685 6428998.686279589, 312789.417771998 6429337.184279231, 313092.5213801162 6429584.177406731, 313689.6062984702 6430230.259015026, 313881.7073652049 6430419.767754182, 314303.6695826817 6430699.273137593, 314409.4766884781 6430737.368675037, 314724.3631062068 6430787.905307103, 315447.0173031572 6430824.546246246, 315690.0558107889 6430800.848482542, 315812.3352171283 6430776.325003343, 316526.8764459654 6430418.167786504, 316658.5323597157 6430343.322818079, 316938.3166601973 6430131.013934655, 317371.6790412337 6429902.403710137, 317543.2498168219 6429798.134244986, 317723.4368805891 6429656.217959724, 317817.8385876821 6429566.436356168, 317997.011234837 6429335.420699712, 318193.6707510538 6429130.885341188, 318421.2488047645 6428940.909625337, 318527.5617185733 6428864.556581983, 318639.0702027131 6428807.592632862, 319287.721826651 6428699.911628517, 319358.5552633692 6428685.046790353, 319600.5792797499 6428572.249752733, 319727.0397780414 6428478.015824379, 319833.8586466219 6428287.214352008, 319858.9473879634 6428186.948496474, 319854.2840401148 6428090.557815862), (309707.6976097105 6418739.984171771, 309952.9489443705 6418852.605530265, 310485.1535056022 6419202.270109098, 310922.3220569398 6419546.279578857, 311139.7659830248 6419737.296276472, 311373.1765032276 6419980.142441424, 311715.9433747153 6420413.933564644, 311844.6870244161 6420599.672133736, 311946.9475518301 6420802.914802566, 312004.0976277337 6421016.192879405, 312029.188985169 6421233.923396647, 312025.262199689 6421405.407678678, 311981.3619999125 6421462.463628296, 312001.9481592434 6421582.098259405, 311967.4830421851 6421732.685642059, 311892.3485475132 6421859.12707778, 311854.3283715476 6421923.11020226, 311738.2588723677 6422056.121906452, 311485.7179861818 6422238.252298525, 311307.8113368828 6422342.144810027, 310965.5557686824 6422429.897959335, 310697.1743139439 6422452.087749868, 310114.286380596 6422417.403560414, 309881.0043016841 6422384.442617793, 309060.2732954073 6422392.845092174, 308226.7451241594 6422508.604876888, 307745.2289643239 6422479.952796241, 307494.8402350244 6422414.174282275, 307377.1218724704 6422362.64993657, 307361.958037365 6422348.178937292, 307298.9382754494 6422288.03865706, 307187.6814677301 6422128.78013823, 307086.9413481366 6421900.1884684, 306954.2656589642 6421249.941220302, 306904.0829795369 6420814.480350213, 306837.3021947091 6420549.74983944, 306768.8751420288 6420418.479528435, 306743.6580080148 6420308.860380448, 306756.5811541924 6420093.391842896, 306796.2416851298 6419962.193483485, 306947.0306283882 6419780.368322298, 307206.2873843936 6419592.277518813, 307256.2918596326 6419560.037435609, 307675.8894793789 6419289.504613454, 307843.6593631128 6419248.608224832, 307981.2709823437 6419180.477528347, 308329.9881760336 6418984.990153311, 308706.5831969175 6418854.760889608, 308736.2005774941 6418840.539140999, 309060.1158226299 6418684.999756927, 309130.9491676127 6418670.13483899, 309303.1543767889 6418661.302081872, 309580.4063806814 6418703.239242302, 309707.6976097105 6418739.984171771))"	"70"	"Unnamed GIS Unit - see description"	"Unnamed GIS Unit - see description"	"541.0"	"2500.0"	"Unnamed GIS Unit - see description"	"Nope"	"Nope"	"0"
"POLYGON ((274945.1291614102 6446660.435522847, 275548.3980869086 6446554.81945425, 275729.1115013069 6446523.181420224, 275367.6062557788 6442209.986650432, 275005.038485337 6441468.23582641, 274321.0542419651 6440983.363279857, 274391.1477442598 6441305.793196073, 274673.3178047495 6443229.67874727, 274852.880482125 6445358.778809911, 274945.1291614102 6446660.435522847))"	"71"	"Yudnamutana Subgroup"	"Heysen Supergroup"	"658.0"	"700.0"	"Yudnamutana Subgroup"	"Nope"	"Nope"	"0"
"POLYGON ((275729.1115013069 6446523.181420224, 276587.9721030501 6446361.930178592, 277219.9339893791 6446118.491571782, 276839.7263153797 6442522.110617839, 275858.5738172379 6440329.857831717, 275375.1144340723 6438959.168316677, 274773.2791660299 6436852.727676606, 273960.2257630576 6435839.914255258, 273159.5443801846 6435529.539555543, 272268.433609566 6435766.228508966, 270771.6913963618 6434644.415541876, 268429.9902448276 6433149.977970239, 267048.9567317147 6431626.625431681, 267041.000362898 6431671.112737287, 267037.9623262936 6432039.807613872, 267100.1821170265 6432380.585857419, 267236.6561309001 6432649.463440642, 267579.0428989524 6433089.591795049, 268001.8937808003 6433566.307700854, 268743.6864051869 6434131.961071532, 269123.8334177734 6434472.577474069, 269252.5771202627 6434658.316055958, 269269.9022688554 6434746.758381387, 269253.8457143483 6434849.189286726, 269126.8794195033 6435057.871656843, 268892.96578203 6435247.470464427, 268756.8744852416 6435290.251906972, 268520.4749690805 6435398.822398063, 270726.5389657372 6438154.109537022, 271097.1923051443 6438575.672252046, 271479.6852449551 6438539.484272311, 272379.40105835 6437967.169813756, 272949.6205334873 6437752.668810428, 273637.9973456117 6438273.981512133, 273555.9322984652 6439676.109099256, 273821.3283000166 6440629.110623013, 274321.0542419651 6440983.363279857, 275005.038485337 6441468.23582641, 275367.6062557788 6442209.986650432, 275729.1115013069 6446523.181420224))"	"72"	"Emeroo Subgroup"	"Warrina Supergroup"	"635.0"	"720.0"	"Emeroo Subgroup"	"Nope"	"Nope"	"0"
"POLYGON ((254328.0724787095 6443595.82935622, 253814.8074980275 6443114.387141072, 252078.7483239011 6441818.824423384, 251528.8059974716 6441850.762517057, 251484.8065555914 6442368.576098582, 251746.9637439245 6442848.514001123, 254874.2921854825 6445201.889611452, 255457.3991762019 6445659.264817944, 255887.4350009823 6445548.076566298, 255856.087828211 6445043.738533541, 255855.1219493462 6445028.200774772, 254328.0724787095 6443595.82935622))"	"73"	"Unnamed GIS Unit - see description"	"Unnamed GIS Unit - see description"	"541.0"	"2500.0"	"Unnamed GIS Unit - see description"	"Nope"	"Nope"	"0"
"POLYGON ((277219.9339893791 6446118.491571782, 277742.6041898009 6446065.6878815, 277355.8879155574 6442403.494413026, 276455.900398806 6440303.524800109, 275930.9080842796 6438878.54495802, 275480.914777402 6436878.573434956, 274430.9289519431 6435453.593772877, 273155.9474822104 6435028.599912478, 272480.9576339247 6435103.598620713, 269031.0062469804 6432891.129986482, 267881.0226519767 6431641.148221241, 267481.0285467735 6431541.149345426, 267048.9567317147 6431626.625431681, 268429.9902448276 6433149.977970239, 270771.6913963618 6434644.415541876, 272268.433609566 6435766.228508966, 273159.5443801846 6435529.539555543, 273960.2257630576 6435839.914255258, 274773.2791660299 6436852.727676606, 275375.1144340723 6438959.168316677, 275858.5738172379 6440329.857831717, 276839.7263153797 6442522.110617839, 277219.9339893791 6446118.491571782))"	"74"	"Yudnamutana Subgroup"	"Heysen Supergroup"	"658.0"	"700.0"	"Yudnamutana Subgroup"	"Nope"	"Nope"	"0"
"POLYGON ((257757.6643661559 6444244.429087965, 257657.7555211332 6443940.740153629, 257508.6100869793 6443671.108570359, 257321.070020197 6443405.552282427, 257178.5145485423 6443238.071654343, 256813.3197331922 6442860.185386256, 256486.3934840219 6442586.335112145, 256459.7048256253 6442569.182506866, 256137.4192933353 6442362.052222735, 255708.995470229 6442190.281147777, 255420.5923234638 6442122.240614689, 254916.3939914359 6442047.719492128, 254564.1275270211 6442090.357408365, 254478.3421550864 6442142.492224306, 254293.1415926703 6442365.811852168, 254252.1587657772 6442415.229990906, 254192.9850876698 6442659.74598249, 254173.9805724151 6442976.611321477, 254253.1813928922 6443458.318356914, 254328.0724787095 6443595.82935622, 255855.1219493462 6445028.200774772, 255856.087828211 6445043.738533541, 256643.9225583899 6445260.516679936, 256907.7429735532 6445314.374556113, 257051.0877189847 6445330.637428383, 257261.4040263719 6445354.498512568, 257517.4941154813 6445325.217356293, 257601.7591243844 6445298.43186428, 257736.8358973356 6445166.55112098, 257807.9208232003 6444935.463831569, 257823.7588652362 6444777.408186842, 257820.3353484187 6444516.447536165, 257792.2032642455 6444349.415580849, 257757.6643661559 6444244.429087965))"	"75"	"Unnamed GIS Unit - see description"	"Unnamed GIS Unit - see description"	"541.0"	"2500.0"	"Unnamed GIS Unit - see description"	"Nope"	"Nope"	"0"
"POLYGON ((305660.4305120403 6424266.505327644, 305274.5589293073 6424024.677880004, 304677.5357607428 6423566.217611114, 304284.7407939761 6423572.966805888, 303926.1998240342 6423546.173733097, 303796.1829551488 6423530.249372255, 303686.5294915642 6423493.677556634, 303586.4203172852 6423479.533000447, 303408.2872338541 6423471.587497979, 303255.4010832728 6423473.432276797, 303129.353886909 6423482.307452431, 302971.8470104449 6423470.205940762, 302861.0253918341 6423452.694584418, 302751.1838483897 6423418.840890856, 302628.4239060613 6423373.326613974, 302553.1123569444 6423355.173859205, 302455.7220310392 6423341.191022527, 302284.18679106 6423290.020089919, 302123.6887545644 6423236.801589807, 301899.3820439845 6423155.198053299, 301515.0520664346 6422993.261767284, 301349.3085183083 6422894.360440838, 300960.5452279352 6422591.390856705, 300052.7548551576 6421825.062178945, 299594.044204705 6421416.171708233, 299234.8049155578 6421044.999673022, 298956.7899963092 6420697.740539074, 298723.1251611481 6420353.120538965, 298508.5935009766 6419901.520181946, 298499.7229734331 6419837.393212726, 298139.0864621379 6419065.46277135, 298005.3989544051 6418644.112742454, 297860.6860765265 6418088.548287304, 297805.884225736 6417809.220598981, 297425.3232441207 6416978.730374033, 296828.4906186953 6414530.445417814, 296827.9315198656 6414529.136704929, 296632.6585530243 6413862.445015952, 296541.9293219469 6413678.968188661, 296409.0020498477 6413244.94378051, 296317.7641778386 6412857.919227524, 296279.9938541354 6412562.210401556, 295313.124911099 6410116.282063751, 294600.997103692 6408739.280203741, 294392.7458722334 6407940.216403483, 294615.4756796153 6407712.962662431, 294978.9343123857 6407695.715312919, 298201.5703022052 6409420.47360086, 298218.201956238 6409371.285469696, 298248.2318322759 6409188.634597789, 298231.2508412895 6409047.705776736, 298083.6257431471 6408752.724825121, 297756.1910091803 6408275.326648473, 297489.3271871875 6407954.170799695, 297094.3540747101 6407542.712915661, 296746.417921382 6407237.700934437, 295116.0736036355 6406190.140550232, 294208.5557650987 6405607.024629226, 293270.1161465009 6405311.962524101, 292517.5524666329 6405569.901285905, 292166.3025467059 6406294.027988691, 292240.5532640509 6406785.716388023, 294936.190111781 6413495.413837001, 295543.7556527193 6415388.604356399, 295652.408594762 6415692.747198734, 295725.7780702314 6415837.297905119, 295915.7271029595 6416274.715700233, 295979.5930962259 6416482.033463776, 296103.7755977336 6416743.819830788, 296277.6323300594 6417237.519209624, 296743.8242146189 6418263.767631004, 297459.7732927538 6419578.354289524, 297851.8341647179 6420250.395774745, 298132.3838874294 6420661.404995185, 298581.2121605945 6421235.065510097, 298806.3864786465 6421509.221247697, 299797.8102714404 6422471.324011042, 300631.0922821707 6423207.779540644, 300862.7280574356 6423374.200973427, 301199.7909117864 6423585.055270474, 301578.025539167 6423736.763355965, 301815.5026434435 6423837.93010089, 302098.7842078293 6423936.689161086, 302294.3248752079 6423997.476244114, 302554.2782530186 6424075.742523854, 302696.7227713921 6424111.511158014, 302941.366524325 6424172.490859296, 303152.8880481086 6424205.98491392, 303391.3089789966 6424233.81814833, 303571.5455945244 6424230.896727668, 303753.7105496116 6424241.736236054, 303959.0155455767 6424275.786716886, 304053.3607457819 6424295.046997825, 304115.8700086169 6424298.76654727, 304173.7820782023 6424288.566191229, 304256.3271056487 6424277.102470048, 304369.9173883051 6424278.503203724, 304457.4933908375 6424301.692341398, 304721.0718411936 6424347.898849279, 305330.0628200672 6424371.416440187, 305516.4597395735 6424337.988417592, 305660.4305120403 6424266.505327644))"	"76"	"Yudnamutana Subgroup"	"Heysen Supergroup"	"658.0"	"700.0"	"Yudnamutana Subgroup"	"Nope"	"Nope"	"0"
"POLYGON ((265463.410780211 6430964.250968022, 265453.0053533595 6430902.468961999, 265474.9248160876 6430643.016340249, 265462.1248099562 6430432.377267532, 265550.1881133775 6430024.222294591, 265659.1616519678 6429903.508153853, 265711.3679867664 6429881.174955765, 265844.0383141711 6429895.42924183, 265962.4277863023 6429946.412541036, 265148.5371260365 6427891.222085154, 264483.0164314749 6425195.297425937, 264415.4162014531 6425091.357057849, 264252.9648797874 6424725.534806471, 264057.314454986 6424383.176819388, 263531.1885189239 6423614.118924666, 263382.2973723606 6423446.261315193, 263267.397723961 6423347.338479157, 263235.299532667 6424590.593163161, 263695.9089941973 6427426.785339985, 264653.5189801756 6429924.288906213, 265463.410780211 6430964.250968022))"	"77"	"Yudnamutana Subgroup"	"Heysen Supergroup"	"658.0"	"700.0"	"Yudnamutana Subgroup"	"Nope"	"Nope"	"0"
"POLYGON ((322125.7490920158 6428485.733081819, 322573.0684479035 6428999.478761118, 326438.7029707847 6431893.105421206, 326935.213946178 6432196.299466667, 326816.8822242513 6431971.733586877, 326681.5486148174 6431683.844163544, 326367.7972100206 6430978.302723991, 326207.8806412281 6430676.230589851, 325974.2159393325 6430331.610517525, 325441.6286530098 6429670.286939978, 325160.5730643064 6429373.726342764, 324823.2559623375 6429061.098111974, 324621.7784595656 6428921.910807151, 324121.8869754011 6428669.567869581, 323885.6899338997 6428579.194163157, 323436.3586015215 6428437.978483219, 323133.3834393478 6428400.870367727, 322916.828116407 6428407.064236995, 322342.0505610397 6428449.181762611, 322125.7490920158 6428485.733081819))"	"78"	"Burra Group"	"Warrina Supergroup"	"700.0"	"777.0"	"Burra Group"	"Nope"	"Nope"	"0"
"POLYGON ((287052.3681073381 6418650.86912586, 286637.9915804965 6417852.805438928, 286716.6162593089 6417466.867203571, 285737.1777419257 6418174.432095097, 285006.8631278061 6417499.306437886, 284230.637149106 6415647.553863501, 283896.1063720621 6414018.544372352, 283734.1187780307 6414137.958695754, 283470.5525778701 6414185.874752417, 283331.5464949738 6414171.243304895, 283262.9936537552 6414148.084400764, 282791.1055863465 6413852.888388701, 282205.6801990834 6413436.457864959, 281915.2480273562 6413190.218748691, 281654.5280988474 6413027.739165805, 281039.417071444 6412556.488976291, 280458.5285340613 6411918.050837845, 279752.5221460829 6410727.236794963, 279096.2537469722 6409354.172447507, 278584.4861204191 6408350.671012949, 278153.2574306297 6407150.356720073, 277805.5645597654 6406318.418028193, 277695.2433951608 6405781.542231346, 277715.1755342201 6405095.445333475, 277716.1302020763 6405084.328058686, 275583.6030633801 6405084.328058686, 275144.7119791233 6405279.518028408, 275270.9219692517 6405336.051997921, 275406.6018586088 6405396.825357201, 275587.3064082699 6405733.956098415, 275706.2223029676 6405955.795736179, 275868.5648988615 6406828.688696428, 276987.6125368084 6408958.36143909, 279597.556155873 6413666.242533293, 281263.131883556 6415937.807472738, 283623.5758659157 6417891.24616058, 285582.1788122338 6419452.684586194, 286410.6182494044 6419870.871940995, 287057.0567372276 6419658.433478501, 287052.3681073381 6418650.86912586))"	"79"	"Umberatana Group"	"Heysen Supergroup"	"541.0"	"720.0"	"Umberatana Group"	"Nope"	"Nope"	"0"
"POLYGON ((273397.8466662368 6405084.328058686, 273325.3201370413 6405447.850357705, 273122.3303587042 6406288.001521649, 272878.5423234157 6407596.359484174, 272787.5668044955 6408265.098181022, 272770.082593583 6408556.614187653, 272780.4790251547 6409231.384864816, 272833.4507394368 6409832.369905908, 272894.0244124348 6410306.608684806, 273044.5671802663 6410976.998678744, 273150.7569327345 6411326.753310873, 273396.0814848137 6411901.024371916, 273815.8970763233 6413064.431564722, 273983.5439814773 6413449.642720768, 274347.9813063352 6414158.200040922, 275193.1801295616 6415544.076835354, 275870.7885300334 6416717.672994114, 278371.4748527368 6420539.777754063, 280161.4803852069 6422428.129745688, 280267.0221758273 6422542.990503005, 281179.6280151523 6423335.045467874, 281396.3119034232 6423538.736726988, 282228.3278214406 6424402.315188142, 282474.8583766204 6424714.398850659, 282616.3308758845 6424717.9594953, 282724.2926307813 6424826.142401007, 282826.5531248724 6425029.384868163, 282968.348368502 6425209.540298113, 283166.0250216494 6425412.100492267, 283342.9197563963 6425537.104989956, 283609.6551268186 6425648.375742864, 283830.2656825921 6425680.582719076, 284103.8427546564 6425677.781814123, 284128.1453369531 6425675.60126147, 281697.0234820944 6423383.133401282, 279848.1437107731 6421296.249805598, 278447.3527566928 6419268.795597533, 277062.550118153 6417333.869309803, 276026.6620051201 6415861.821129914, 273666.1555888889 6411147.744184243, 273304.3943897682 6408604.177276297, 273624.805884578 6405635.42122151, 273769.5355945865 6405084.328058686, 273397.8466662368 6405084.328058686))"	"80"	"Yerelina Subgroup"	"Heysen Supergroup"	"590.0"	"635.0"	"Yerelina Subgroup"	"Nope"	"Nope"	"0"
