WKT	ID	STRATNAM_1	PARENTNAME	min	max	STRATNAME	r1	r2	STRATDESC
"POLYGON ((300735.5439886244 6444537.027319721, 298160.4748695099 6442547.901215332, 295615.7815906666 6441185.401412537, 295766.9681939923 6440044.711620935, 294137.026516901 6438720.96095413, 292679.148673686 6438439.336916745, 291910.2718104589 6438068.649459211, 290974.9128864299 6437387.389052983, 289977.4544529358 6436660.899001526, 289623.0376909348 6436548.30547375, 289573.1926782767 6436471.664830475, 289464.8507969379 6436369.819199031, 289402.2032390395 6436478.1493001, 289284.9535434438 6436887.275136739, 289235.6416868086 6437618.588985061, 289705.3313370736 6438943.215806075, 290084.5833449931 6440219.655285305, 291752.7742229921 6440643.841891842, 291025.2113466456 6441632.469303186, 290795.4009633017 6444053.161405043, 292824.4046585128 6444089.784352796, 293104.9042499493 6443272.970207397, 293695.4673765384 6442860.781348256, 294399.3435978548 6442787.280363175, 295351.0954971549 6443177.967642983, 297642.7900216524 6446090.345515881, 300211.4223178161 6448933.847985737, 300901.1115535307 6449424.535805348, 301693.9878939717 6449460.097494422, 301539.1740658178 6448342.345694653, 301514.9232457136 6447502.219242506, 301913.6726725682 6446230.716678127, 302038.6097485345 6445516.652757082, 300735.5439886244 6444537.027319721))"	"58"	"Emeroo Subgroup"	"Warrina Supergroup"	"635.0"	"720.0"	"Emeroo Subgroup"	"Nope"	"Nope"	"0"
"POLYGON ((305202.7247980981 6441068.436909319, 303171.3563644945 6439990.704251232, 299206.5962065457 6436836.51499917, 294132.0837174703 6433546.889111041, 292696.6964155117 6432616.82957609, 292688.0630102755 6432879.216922896, 292746.6076346273 6433175.257103657, 292778.2889769258 6433495.138507714, 292777.5314201408 6433825.809523433, 292730.6491671751 6434077.416767975, 292604.9514878747 6434476.972365706, 292303.6305966992 6435260.393052979, 292189.8441885994 6435673.377369173, 292015.998189243 6436451.663326632, 291992.04984241 6436532.917304093, 291891.9467621555 6436717.7585035, 291854.7241591144 6436772.157579308, 293246.8989684675 6437721.397501219, 295969.3422079205 6438691.584128241, 296024.7949551343 6438738.098167971, 296189.2388509421 6438747.883200193, 296491.0737028228 6438804.003071696, 297227.2880593883 6439038.60856632, 297394.9320575598 6439105.823309172, 297578.1625358919 6439231.20485427, 297937.2732595666 6439392.491734981, 297985.6786418881 6439433.531653468, 298189.8169089473 6439528.357679788, 298608.1039785302 6439763.124835113, 298985.7160165252 6440039.991289452, 299312.6421390445 6440313.84161713, 300093.7178328292 6441072.630221831, 300610.7188156024 6441675.786974471, 301093.7605460408 6442315.082552955, 301560.5814366445 6442800.774789593, 301808.8181606116 6443114.462273866, 301936.0414227778 6443325.550090607, 302393.7401774675 6443963.337724671, 302637.0356736798 6444359.410207193, 302796.9520985574 6444661.482505694, 302897.6922558807 6444890.074184274, 303043.2910272193 6445324.852862928, 303090.6845896865 6445594.789726821, 303080.8022272183 6445759.559707092, 303017.1931086846 6445972.012140648, 302979.8131160595 6446065.186675793, 302897.7028955215 6446162.059647012, 302836.3743822706 6446336.488204999, 302739.3120717293 6446470.630901281, 302617.2894684901 6446914.924636746, 302540.7574440649 6447342.845460886, 302509.5899760996 6447862.504681823, 302524.2903425483 6448041.45728073, 302583.5951807231 6448324.822845183, 302610.3326896952 6448409.092767744, 302758.7179530227 6448691.399047882, 302904.9484228065 6448903.61785993, 302934.7266514525 6448937.189501289, 303016.4706385985 6449015.739979768, 303065.5523922181 6448961.407748116, 303031.2387729451 6447907.656016892, 303489.6139784479 6447293.654416384, 304427.3653811772 6447043.278069222, 306664.0582811981 6448550.528604502, 307982.6859179862 6448935.528101519, 308963.1874708354 6448808.151810011, 309397.7504611753 6448529.588438014, 309477.9999233469 6447768.649558574, 309533.9488801983 6447172.448362221, 309364.0814586519 6446375.117147014, 309305.0308701972 6446193.525499137, 309098.2294892062 6445825.064225381, 308975.0614501886 6445652.377117866, 308854.8082099779 6445537.102935281, 308593.0140340284 6445343.447208976, 308210.0807052974 6445155.303166555, 307627.190236407 6444802.622632554, 306640.3303157766 6444082.468403927, 306131.6939567435 6443657.887272652, 305815.1587791607 6443422.814785063, 305546.2687399541 6443241.456732586, 305349.6065779717 6443127.995746599, 304592.8621055067 6442599.612157457, 304420.1483004407 6442404.897307223, 304362.4923374623 6442306.067673292, 304326.1241159122 6442170.345195673, 304322.8264524903 6441801.273352755, 304302.8047827447 6441711.043022056, 304311.9269968433 6441558.947689212, 304351.5875918687 6441427.749256507, 304420.2661780437 6441342.796948945, 304789.5109166245 6441123.091357768, 305104.1430942572 6441071.854088429, 305202.7247980981 6441068.436909319))"	"59"	"Umberatana Group"	"Heysen Supergroup"	"541.0"	"720.0"	"Umberatana Group"	"Nope"	"Nope"	"0"
"POLYGON ((296024.7949551343 6438738.098167971, 295969.3422079205 6438691.584128241, 293246.8989684675 6437721.397501219, 291854.7241591144 6436772.157579308, 291724.6854643158 6436962.202820223, 291603.8005809695 6437069.488217022, 290974.9128864299 6437387.389052983, 291910.2718104589 6438068.649459211, 292679.148673686 6438439.336916745, 294137.026516901 6438720.96095413, 295766.9681939923 6440044.711620935, 295615.7815906666 6441185.401412537, 298160.4748695099 6442547.901215332, 300735.5439886244 6444537.027319721, 302038.6097485345 6445516.652757082, 301594.0452813417 6444391.213669239, 300888.6055449463 6443320.024998215, 298315.5358402517 6440659.58519129, 296024.7949551343 6438738.098167971))"	"60"	"Burra Group"	"Warrina Supergroup"	"700.0"	"777.0"	"Burra Group"	"Nope"	"Nope"	"0"
"MULTIPOLYGON (((269585.2213074356 6405084.328058686, 268669.817763049 6407279.054823331, 268591.359392647 6407565.309233584, 268702.0248396549 6407475.039058184, 268938.2190654344 6407247.416394443, 269115.8714098091 6407041.749914119, 269612.3340924933 6406397.139339391, 270017.0557920874 6405797.94933686, 270257.5568075181 6405392.504861639, 270326.2354418449 6405307.552668661, 270458.0921449595 6405084.328058686, 269585.2213074356 6405084.328058686)), ((265126.9199789651 6412227.768924265, 264951.5600799496 6411805.577955245, 264217.6153809389 6410260.963280003, 263850.388681922 6409386.881960055, 263589.0836157097 6408831.018749637, 263579.7212877949 6408811.10278541, 263434.2931363878 6408554.455466769, 261880.2815230523 6405084.328058686, 260660.5993649222 6405084.328058686, 260713.6402559989 6405196.622181983, 262874.978056106 6410153.316640134, 265306.0845561416 6414093.63389195, 265126.9199789651 6412227.768924265)))"	"61"	"Yudnamutana Subgroup"	"Heysen Supergroup"	"658.0"	"700.0"	"Yudnamutana Subgroup"	"Nope"	"Nope"	"0"
"POLYGON ((278209.1031385913 6405106.38536291, 278208.3173693276 6405084.328058686, 277716.1302020763 6405084.328058686, 277715.1755342201 6405095.445333475, 277695.2433951608 6405781.542231346, 277805.5645597654 6406318.418028193, 278153.2574306297 6407150.356720073, 278584.4861204191 6408350.671012949, 279096.2537469722 6409354.172447507, 279752.5221460829 6410727.236794963, 280458.5285340613 6411918.050837845, 281039.417071444 6412556.488976291, 281654.5280988474 6413027.739165805, 281915.2480273562 6413190.218748691, 282205.6801990834 6413436.457864959, 282791.1055863465 6413852.888388701, 283262.9936537552 6414148.084400764, 283331.5464949738 6414171.243304895, 283470.5525778701 6414185.874752417, 283734.1187780307 6414137.958695754, 283896.1063720621 6414018.544372352, 283647.5979450508 6412808.424091056, 283442.0153493803 6412561.861472249, 283058.2103717575 6412685.836211389, 282958.6132139125 6412756.228962198, 282847.8649603789 6412800.518400287, 282639.1656594477 6412781.740001263, 282344.8067897405 6412706.985218696, 282082.2524351438 6412526.004164277, 281901.3024449861 6412362.598729243, 281457.5437366266 6411916.438343609, 281046.6041079204 6411453.150965236, 280639.5912406797 6410818.379470782, 280467.7634184036 6410502.8786247, 280405.3100688242 6410371.018633028, 280116.6348498432 6410041.889898766, 279391.3589168881 6408706.732794277, 279186.0457102291 6408321.094053883, 278854.2071075313 6407697.798977427, 278499.1724305613 6406692.849997126, 278295.1187346497 6405921.325912261, 278209.1031385913 6405106.38536291))"	"62"	"Yudnamutana Subgroup"	"Heysen Supergroup"	"658.0"	"700.0"	"Yudnamutana Subgroup"	"Nope"	"Nope"	"0"
"POLYGON ((281773.5383450305 6408893.564206935, 281573.738122961 6407784.994125348, 281068.4422485115 6406322.075201265, 280453.8894823454 6405084.328058686, 279344.5506183564 6405084.328058686, 279480.4984174127 6405980.382513087, 279557.2354001663 6406486.057226708, 279550.460183399 6406566.792829418, 279472.5036771831 6407495.74118297, 279458.256766444 6407665.502587415, 279704.2195059623 6408084.660175378, 279928.8384179421 6408519.110809488, 280208.1757861198 6408832.032582769, 280929.3034173395 6409169.935927231, 281413.0908811636 6409057.762528145, 281637.3776070571 6408900.747130586, 281773.5383450305 6408893.564206935))"	"63"	"Emeroo Subgroup"	"Warrina Supergroup"	"635.0"	"720.0"	"Emeroo Subgroup"	"Nope"	"Nope"	"0"
"POLYGON ((255538.1134561359 6405084.328058686, 255558.7164269789 6405140.315556573, 256583.8132970071 6406220.253897028, 257977.3183725635 6408393.818913141, 260198.2839733073 6412206.886127806, 261472.0915765387 6415308.364108222, 261469.7229535089 6415261.711693996, 261413.2019133297 6414507.877443532, 261376.95941212 6414264.043747602, 261137.2076049256 6413384.827897422, 261050.2792462217 6413137.978115082, 260616.271801752 6411999.166226523, 260199.499498111 6411103.057033477, 259217.6981651513 6409238.417496009, 258837.5485372971 6408579.804722583, 258466.2693839601 6407985.319030818, 257762.2341736913 6407002.157449154, 256647.8936195851 6405651.145053526, 256437.2911853163 6405346.056848088, 256277.571481726 6405084.328058686, 255538.1134561359 6405084.328058686))"	"64"	"Yerelina Subgroup"	"Heysen Supergroup"	"590.0"	"635.0"	"Yerelina Subgroup"	"Nope"	"Nope"	"0"
"POLYGON ((265222.2692595128 6415235.948592088, 266109.0988526252 6415102.697351882, 267262.0958663782 6413953.381405784, 267779.6149750705 6412591.940811481, 267902.3426652573 6411378.191976713, 268110.4750986947 6409319.809305013, 268591.359392647 6407565.309233584, 268669.817763049 6407279.054823331, 267554.1386535913 6406166.428904803, 266296.7999630715 6405813.42967529, 265410.5957757855 6406462.431891954, 264912.9280242118 6407426.87174068, 264718.1672139228 6408475.248940107, 264921.040410931 6410083.689247383, 265126.9199789651 6412227.768924265, 265306.0845561416 6414093.63389195, 265222.2692595128 6415235.948592088))"	"65"	"Unnamed GIS Unit - see description"	"Unnamed GIS Unit - see description"	"541.0"	"2500.0"	"Unnamed GIS Unit - see description"	"Nope"	"Nope"	"0"
"POLYGON ((304821.4215558497 6415997.890057113, 304894.4740603435 6415944.036999632, 305071.6205165451 6415852.819116847, 305388.5332163232 6415763.557985865, 305690.493852046 6415711.566684641, 306019.4436622064 6415527.622990541, 306223.5791085263 6415304.452622507, 306258.503333199 6415258.285902604, 304565.8329679616 6413437.779167352, 302226.7014704489 6411240.527275868, 301573.8364440851 6410751.029497453, 301184.6067479639 6411010.580934666, 300975.2758321154 6411214.362366239, 300808.3945536297 6411452.46947781, 300791.546108241 6411532.723008437, 301472.4508921218 6412091.279708889, 304717.3981356979 6415853.596110333, 304821.4215558497 6415997.890057113))"	"66"	"Yudnamutana Subgroup"	"Heysen Supergroup"	"658.0"	"700.0"	"Yudnamutana Subgroup"	"Nope"	"Nope"	"0"
"POLYGON ((309480.0041044059 6405084.328058686, 309549.8826631493 6405218.382722293, 309591.4462464645 6405373.494137386, 309841.3317776499 6405871.717639225, 310101.6056414021 6406090.722495563, 310287.4967638622 6406171.742985621, 310649.6483367397 6406282.331438856, 310907.5130397384 6406329.475048255, 311047.6595065318 6406325.094364593, 311192.3670178149 6406244.666233918, 311334.7940410259 6406202.261740596, 311442.627336549 6406100.559601757, 311566.9331607667 6405936.23822744, 311703.3991365691 6405251.126774369, 311747.2767138788 6405084.328058686, 309480.0041044059 6405084.328058686))"	"67"	"Unnamed GIS Unit - see description"	"Unnamed GIS Unit - see description"	"541.0"	"2500.0"	"Unnamed GIS Unit - see description"	"Nope"	"Nope"	"0"
"MULTIPOLYGON (((294556.6451751166 6405084.328058686, 294776.8525290664 6405579.513980115, 294924.8577228078 6405868.15757538, 295116.0736036355 6406190.140550232, 296746.417921382 6407237.700934437, 297094.3540747101 6407542.712915661, 297489.3271871875 6407954.170799695, 297756.1910091803 6408275.326648473, 298083.6257431471 6408752.724825121, 298231.2508412895 6409047.705776736, 298248.2318322759 6409188.634597789, 298218.201956238 6409371.285469696, 298201.5703022052 6409420.47360086, 298195.0137714687 6409439.864829515, 297984.4167261332 6409770.769375533, 297618.4668541878 6410041.550579267, 297493.526807265 6410110.435151476, 297270.6357100179 6410116.252011753, 297045.4640702804 6410160.092776041, 296946.2470740762 6410224.148095224, 296855.900420648 6410352.33056549, 296824.8561788052 6410445.882194645, 296897.0868170251 6410831.775566528, 296989.9708265477 6411085.339701893, 297114.5334544398 6411340.788778534, 297395.0832482166 6411751.797849631, 297579.7083276284 6411959.941364987, 297795.6320355189 6412176.307319582, 298255.862979763 6412559.848718673, 298574.1729054835 6412871.345991001, 299053.7938674535 6413567.677308547, 299584.1007158927 6414267.024883665, 299758.7149235216 6414430.053144222, 300033.1804734311 6414624.46293441, 300150.8989793243 6414675.987108783, 300379.7456791903 6414676.884568193, 300497.2096986672 6414626.634762394, 300610.2385551716 6414544.321589203, 300800.9423597388 6414333.071791597, 300927.1486089689 6414137.063936085, 301027.8860357241 6414047.659418997, 301243.8070055994 6413946.028858862, 301378.1235480411 6413826.822769194, 301444.6476284902 6413671.783142015, 301471.2566036028 6413546.167987923, 301459.8512118707 6413418.290848251, 301393.8305154142 6413140.885517986, 301247.7257647116 6412820.5553548, 301118.98211802 6412634.816750852, 301016.3415542265 6412437.911439005, 300882.1481351388 6412131.009998009, 300781.1538312575 6411800.644348867, 300772.7890507987 6411622.068753504, 300791.546108241 6411532.723008437, 300808.3945536297 6411452.46947781, 300975.2758321154 6411214.362366239, 301184.6067479639 6411010.580934666, 301573.8364440851 6410751.029497453, 301701.2196715237 6410666.085973674, 302067.1694078987 6410395.304910699, 302148.8997361084 6410304.769300383, 302262.0543422361 6410114.344755549, 302349.611740561 6409820.638389493, 302481.264978204 6409427.797017759, 302625.4639662973 6409143.820924243, 302828.4591978316 6408939.662443716, 303347.2268882022 6408665.254835194, 303745.9955460465 6408377.346890675, 303849.0135299262 6408249.918409235, 303973.8251900406 6407971.148549689, 303998.9138662467 6407870.882710686, 304012.4388568545 6407675.431197446, 304022.2861099262 6407483.039961163, 302243.1968816711 6406462.955755954, 300322.1299880011 6405818.206475087, 299322.8903849121 6405084.328058686, 294556.6451751166 6405084.328058686)), ((280453.8894823454 6405084.328058686, 281068.4422485115 6406322.075201265, 281573.738122961 6407784.994125348, 281773.5383450305 6408893.564206935, 281793.4613977254 6409004.087486401, 281878.4041125411 6410246.640999975, 282239.4013564278 6411152.004490652, 282358.6245438645 6411242.833749052, 282359.9180595045 6411264.172561915, 283442.0153493803 6412561.861472249, 283647.5979450508 6412808.424091056, 283896.1063720621 6414018.544372352, 284230.637149106 6415647.553863501, 285006.8631278061 6417499.306437886, 285737.1777419257 6418174.432095097, 286716.6162593089 6417466.867203571, 286397.6763558129 6415621.301643559, 286703.6136653328 6414880.86236041, 287155.8014338862 6414418.048550855, 287626.3649514199 6414504.548265005, 288508.6800755332 6415421.486468731, 288541.1176414408 6415470.736554307, 290205.7337939215 6418000.018191457, 290607.7893857377 6417949.528703994, 291078.9145015642 6417939.402955294, 291375.6796883779 6417868.022717001, 291583.7445074329 6417791.364463959, 291980.361234861 6417751.365431281, 292289.0377556285 6417693.413861472, 292463.5234354298 6417646.557121553, 292688.8208525873 6417494.605172852, 292797.7946098782 6417373.891025691, 292837.4551366853 6417242.692509457, 292849.6180330876 6417039.898810713, 292796.6463029922 6416438.913834509, 292559.4268702795 6415305.451591647, 292546.7500868636 6414668.704839026, 292481.8669262074 6414054.291311292, 292453.4726665319 6412831.496115273, 292431.6735432671 6412346.844867392, 292416.2130563377 6412180.566743942, 292342.8421290747 6411813.685306214, 292048.7321804835 6411204.711581265, 291647.1690920728 6410691.102684351, 291366.1133054971 6410394.542151732, 291118.2091302985 6410191.604259603, 290705.3025684027 6408929.221978325, 289913.3616129098 6407092.281784918, 289737.7973381635 6405622.216701906, 289888.8468181586 6405084.328058686, 280453.8894823454 6405084.328058686)))"	"68"	"Unnamed GIS Unit - see description"	"Unnamed GIS Unit - see description"	"541.0"	"2500.0"	"Unnamed GIS Unit - see description"	"Nope"	"Nope"	"0"
"POLYGON ((253553.4540170973 6426728.064015591, 253520.5012217726 6426732.640493471, 252956.7490482265 6426908.972605044, 252726.6362137223 6427035.1984066, 251545.7854424932 6427429.207688165, 251110.2683646058 6427587.73056112, 250881.6759773619 6427688.607113766, 250805.1529856466 6427741.691615488, 250805.1529856466 6428361.404056218, 250875.6000149684 6428425.996821982, 250949.728369223 6428462.207274321, 251266.5153121759 6428481.057329196, 251457.3475971276 6428479.69263863, 251726.4893037009 6428444.828279007, 251987.5205152335 6428333.162175933, 252123.2316768871 6428296.717945689, 252261.603474642 6428215.912797512, 252464.0927945774 6428126.202807372, 252936.1037652799 6427995.291188724, 253133.6519829743 6427987.966271564, 253417.6198806909 6428023.943185288, 253793.96331099 6428109.93624202, 254884.0928594512 6428486.439454518, 255030.0692318814 6428596.884486938, 255043.278202165 6428600.656730793, 253958.0907061238 6427621.484198639, 253553.4540170973 6426728.064015591))"	"69"	"Yudnamutana Subgroup"	"Heysen Supergroup"	"658.0"	"700.0"	"Yudnamutana Subgroup"	"Nope"	"Nope"	"0"
