X, Y, l, m, n, dip, dip_dir
251305.1529856466, 6405584.328058686, -0.035856057737447766, 0.13381662923527865, 0.9903572349731368, 7.96320734863076, 345.00000000000006
251305.1529856466, 6406084.328058686, -0.03585802820584862, 0.1338239831234648, 0.9903561699480441, 7.963647806355922, 345.0
251305.1529856466, 6406584.328058686, -0.03585998904744747, 0.1338313010839384, 0.9903551100669382, 7.9640861126775775, 345.0000000000001
251305.1529856466, 6407084.328058686, -0.035861940123941005, 0.13383858260054268, 0.9903540554054518, 7.964522236673801, 345.0000000000002
251305.1529856466, 6407584.328058686, -0.03586388129507915, 0.13384582714985388, 0.9903530060402825, 7.964956146987419, 344.99999999999994
251305.1529856466, 6408084.328058686, -0.03586581241865012, 0.1338530342011384, 0.9903519620491995, 7.9653878118230494, 345.00000000000017
251305.1529856466, 6408584.328058686, -0.03586773335047137, 0.13386020321629144, 0.9903509235110515, 7.965817198944023, 344.99999999999994
251305.1529856466, 6409084.328058686, -0.03586964394437884, 0.13386733364982778, 0.9903498905057692, 7.966244275671315, 345.00000000000006
251305.1529856466, 6409584.328058686, -0.03587154405221775, 0.13387442494882335, 0.9903488631143732, 7.9666690088803165, 345.00000000000017
251305.1529856466, 6410084.328058686, -0.035873433523832585, 0.13388147655288823, 0.9903478414189781, 7.967091364999192, 345.00000000000006
251305.1529856466, 6410584.328058686, -0.03587531220706042, 0.13388848789414715, 0.9903468255027956, 7.967511310007623, 345.00000000000017
251305.1529856466, 6411084.328058686, -0.03587717994772613, 0.13389545839720518, 0.990345815450139, 7.967928809434866, 345.0
251305.1529856466, 6411584.328058686, -0.035879036589634976, 0.1339023874791423, 0.9903448113464246, 7.9683438283592665, 345.00000000000017
251305.1529856466, 6412084.328058686, -0.035880881974571656, 0.13390927454948587, 0.9903438132781753, 7.968756331406794, 345.0000000000002
251305.1529856466, 6412584.328058686, -0.03588271594229665, 0.1339161190102127, 0.9903428213330204, 7.969166282751104, 345.0
251305.1529856466, 6413084.328058686, -0.03588453833054575, 0.13392292025575017, 0.9903418355996961, 7.969573646113332, 345.00000000000006
251305.1529856466, 6413584.328058686, -0.035886348975031075, 0.133929677672962, 0.9903408561680462, 7.969978384761788, 344.9999999999999
251305.1529856466, 6414084.328058686, -0.03588814770944407, 0.13393639064118343, 0.9903398831290182, 7.970380461513656, 345.00000000000017
251305.1529856466, 6414584.328058686, -0.03588993436546226, 0.13394305853221877, 0.990338916574663, 7.970779838734927, 345.0000000000001
251305.1529856466, 6415084.328058686, -0.03589170877274949, 0.13394968071036495, 0.9903379565981318, 7.971176478341846, 344.99999999999983
251305.1529856466, 6415584.328058686, -0.03589347075896928, 0.13395625653246204, 0.9903370032936688, 7.971570341803883, 345.0000000000001
251305.1529856466, 6416084.328058686, -0.03589522014979528, 0.13396278534790673, 0.9903360567566084, 7.971961390144742, 345.00000000000006
251305.1529856466, 6416584.328058686, -0.03589695676892009, 0.13396926649871368, 0.9903351170833673, 7.972349583945729, 345.00000000000006
251305.1529856466, 6417084.328058686, -0.03589868043807188, 0.13397569931956377, 0.9903341843714368, 7.972734883348849, 345.00000000000006
251305.1529856466, 6417584.328058686, -0.0359003909770321, 0.1339820831378718, 0.990333258719373, 7.973117248060817, 345.00000000000006
251305.1529856466, 6418084.328058686, -0.03590208820365294, 0.13398841727385333, 0.9903323402267872, 7.973496637357059, 345.0000000000001
251305.1529856466, 6418584.328058686, -0.035903771933881924, 0.13399470104061303, 0.9903314289943325, 7.97387301008699, 345.0
251305.1529856466, 6419084.328058686, -0.03590544198178232, 0.13400093374422814, 0.9903305251236921, 7.974246324679001, 345.0
251305.1529856466, 6419584.328058686, -0.035907098159563014, 0.13400711468385346, 0.9903296287175639, 7.974616539146794, 345.00000000000017
251305.1529856466, 6420084.328058686, -0.03590874027761054, 0.1340132431518359, 0.9903287398796433, 7.974983611096164, 344.99999999999983
251305.1529856466, 6420584.328058686, -0.03591036814451524, 0.13401931843383402, 0.9903278587146056, 7.975347497732415, 345.0
251305.1529856466, 6421084.328058686, -0.03591198156711468, 0.13402533980894954, 0.9903269853280879, 7.975708155867707, 345.00000000000006
251305.1529856466, 6421584.328058686, -0.03591358035052805, 0.1340313065498784, 0.9903261198266653, 7.976065541930765, 345.00000000000006
251305.1529856466, 6422084.328058686, -0.03591516429819897, 0.13403721792306467, 0.9903252623178297, 7.976419611975572, 345.0000000000002
251305.1529856466, 6422584.328058686, -0.03591673321194425, 0.13404307318887476, 0.9903244129099635, 7.976770321692086, 345.0000000000002
251305.1529856466, 6423084.328058686, -0.03591828689199749, 0.13404887160176976, 0.9903235717123148, 7.977117626416529, 345.0
