X, Y, l, m, n, dip, dip_dir
251305.1529856466, 6405584.328058686, 0.13755442578344027, -0.016472009098808235, 0.9903572349731368, 7.96320734863076, 96.82859761200439
251305.1529856466, 6406084.328058686, 0.13773144356133155, 0.014990200143843689, 0.9903561699480441, 7.963647806355922, 83.78857980015255
251305.1529856466, 6406584.328058686, 0.12865611698095583, 0.05142333641145148, 0.9903551100669382, 7.9640861126775775, 68.21360711897904
251305.1529856466, 6407084.328058686, 0.10953604112413418, 0.08485694218404997, 0.9903540554054518, 7.964522236673801, 52.235261591550056
251305.1529856466, 6407584.328058686, 0.08959424332728773, 0.1057061729019969, 0.9903530060402825, 7.964956146987419, 40.28388214016161
251305.1529856466, 6408084.328058686, 0.0804610717144156, 0.11282290194755923, 0.9903519620491995, 7.9653878118230494, 35.495044410672904
251305.1529856466, 6408584.328058686, 0.08469438729318013, 0.10969005908394935, 0.9903509235110515, 7.965817198944023, 37.67261158150359
251305.1529856466, 6409084.328058686, 0.09786880240660205, 0.09812640771325805, 0.9903498905057692, 7.966244275671315, 44.92469362724012
251305.1529856466, 6409584.328058686, 0.11383826711291165, 0.07905680406390009, 0.9903488631143732, 7.9666690088803165, 55.22133608282934
251305.1529856466, 6410084.328058686, 0.12748729637029144, 0.05438880639400018, 0.9903478414189781, 7.967091364999192, 66.89586827028313
251305.1529856466, 6410584.328058686, 0.13580881382145651, 0.027733216635367552, 0.9903468255027956, 7.967511310007623, 78.45844069464158
251305.1529856466, 6411084.328058686, 0.13857214842980764, 0.0035952051327468857, 0.990345815450139, 7.967928809434866, 88.51381477024063
251305.1529856466, 6411584.328058686, 0.13782867663726847, -0.014846229677395474, 0.9903448113464246, 7.9683438283592665, 96.14791658391715
251305.1529856466, 6412084.328058686, 0.13595056576848463, -0.02713991836523276, 0.9903438132781753, 7.968756331406794, 101.28959028333384
251305.1529856466, 6412584.328058686, 0.13413879879394575, -0.03504110289746142, 0.9903428213330204, 7.969166282751104, 104.64021762854753
251305.1529856466, 6413084.328058686, 0.13250935855693377, -0.04079606054332193, 0.9903418355996961, 7.969573646113332, 107.11218869299125
251305.1529856466, 6413584.328058686, 0.1309461783011135, -0.045586039449311486, 0.9903408561680462, 7.969978384761788, 109.19444122069774
251305.1529856466, 6414084.328058686, 0.12948945092087405, -0.04959231779432218, 0.9903398831290182, 7.970380461513656, 110.95601334469086
251305.1529856466, 6414584.328058686, 0.12821145287684177, -0.05282663787268787, 0.990338916574663, 7.970779838734927, 112.39300554219204
251305.1529856466, 6415084.328058686, 0.1271347044378412, -0.055385003823593744, 0.9903379565981318, 7.971176478341846, 113.53988322188093
251305.1529856466, 6415584.328058686, 0.12625082296554896, -0.05738771303892025, 0.9903370032936688, 7.971570341803883, 114.44432161481149
251305.1529856466, 6416084.328058686, 0.1255473549102702, -0.05892670330848632, 0.9903360567566084, 7.971961390144742, 115.14340649004032
251305.1529856466, 6416584.328058686, 0.12502458699097263, -0.06004338863863306, 0.9903351170833673, 7.972349583945729, 115.6527695487797
251305.1529856466, 6417084.328058686, 0.12469532331842241, -0.06073944029932336, 0.9903341843714368, 7.972734883348849, 115.97084250942885
251305.1529856466, 6417584.328058686, 0.1245759644452587, -0.06099889963598491, 0.990333258719373, 7.973117248060817, 116.0887842532021
251305.1529856466, 6418084.328058686, 0.12467782644625024, -0.06080539033320795, 0.9903323402267872, 7.973496637357059, 115.9984969461891
251305.1529856466, 6418584.328058686, 0.1249960493623767, -0.06016351377572402, 0.9903314289943325, 7.97387301008699, 115.70259688525994
251305.1529856466, 6419084.328058686, 0.12549081233421758, -0.05913972461831677, 0.9903305251236921, 7.974246324679001, 115.23297190029348
251305.1529856466, 6419584.328058686, 0.1260558843219236, -0.05794083630695912, 0.9903296287175639, 7.974616539146794, 114.6855949745032
251305.1529856466, 6420084.328058686, 0.12646437472489563, -0.057059170111726086, 0.9903287398796433, 7.974983611096164, 114.28431066410656
251305.1529856466, 6420584.328058686, 0.12627215586788018, -0.05749847742524979, 0.9903278587146056, 7.975347497732415, 114.48231651686825
251305.1529856466, 6421084.328058686, 0.12463862459440563, -0.060972743010265805, 0.9903269853280879, 7.975708155867707, 116.06770515855032
251305.1529856466, 6421584.328058686, 0.12000416774288068, -0.06966474081915407, 0.9903261198266653, 7.976065541930765, 120.13599411504867
251305.1529856466, 6422084.328058686, 0.10980614951907978, -0.08484388217729848, 0.9903252623178297, 7.976419611975572, 127.69217420990896
